survey,series,seriesID,state
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS33000004000000001, New Hampshire
CES,"Information, Seasonally adjusted",SMS33000005000000001, New Hampshire
CES,"Financial Activities, Seasonally adjusted",SMS33000005500000001, New Hampshire
CES,"Professional and Business Services, Seasonally adjusted",SMS33000006000000001, New Hampshire
CES,"Education and Health Services, Seasonally adjusted",SMS33000006500000001, New Hampshire
CES,"Leisure and Hospitality, Seasonally adjusted",SMS33000007000000001, New Hampshire
CES,"Other Services, Seasonally adjusted",SMS33000008000000001, New Hampshire
CES,"Government, Seasonally adjusted",SMS33000009000000001, New Hampshire
CES,"Total Nonfarm, Not seasonally adjusted",SMU33000000000000001, New Hampshire
CES,"Mining and Logging, Not seasonally adjusted",SMU33000001000000001, New Hampshire
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU33000001500000001, New Hampshire
CES,"Construction, Not seasonally adjusted",SMU33000002000000001, New Hampshire
CES,"Manufacturing, Not seasonally adjusted",SMU33000003000000001, New Hampshire
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU33000004000000001, New Hampshire
CES,"Information, Not seasonally adjusted",SMU33000005000000001, New Hampshire
CES,"Financial Activities, Not seasonally adjusted",SMU33000005500000001, New Hampshire
CES,"Professional and Business Services, Not seasonally adjusted",SMU33000006000000001, New Hampshire
CES,"Education and Health Services, Not seasonally adjusted",SMU33000006500000001, New Hampshire
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU33000007000000001, New Hampshire
CES,"Other Services, Not seasonally adjusted",SMU33000008000000001, New Hampshire
CES,"Government, Not seasonally adjusted",SMU33000009000000001, New Hampshire
CES,"Total Nonfarm, Seasonally adjusted",SMS34000000000000001, New Jersey
CES,"Mining and Logging, Seasonally adjusted",SMS34000001000000001, New Jersey
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS34000001500000001, New Jersey
CES,"Construction, Seasonally adjusted",SMS34000002000000001, New Jersey
CES,"Manufacturing, Seasonally adjusted",SMS34000003000000001, New Jersey
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS34000004000000001, New Jersey
CES,"Information, Seasonally adjusted",SMS34000005000000001, New Jersey
CES,"Financial Activities, Seasonally adjusted",SMS34000005500000001, New Jersey
CES,"Professional and Business Services, Seasonally adjusted",SMS34000006000000001, New Jersey
CES,"Education and Health Services, Seasonally adjusted",SMS34000006500000001, New Jersey
CES,"Leisure and Hospitality, Seasonally adjusted",SMS34000007000000001, New Jersey
CES,"Other Services, Seasonally adjusted",SMS34000008000000001, New Jersey
CES,"Government, Seasonally adjusted",SMS34000009000000001, New Jersey
CES,"Total Nonfarm, Not seasonally adjusted",SMU34000000000000001, New Jersey
CES,"Mining and Logging, Not seasonally adjusted",SMU34000001000000001, New Jersey
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU34000001500000001, New Jersey
CES,"Construction, Not seasonally adjusted",SMU34000002000000001, New Jersey
CES,"Manufacturing, Not seasonally adjusted",SMU34000003000000001, New Jersey
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU34000004000000001, New Jersey
CES,"Information, Not seasonally adjusted",SMU34000005000000001, New Jersey
CES,"Financial Activities, Not seasonally adjusted",SMU34000005500000001, New Jersey
CES,"Professional and Business Services, Not seasonally adjusted",SMU34000006000000001, New Jersey
CES,"Education and Health Services, Not seasonally adjusted",SMU34000006500000001, New Jersey
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU34000007000000001, New Jersey
CES,"Other Services, Not seasonally adjusted",SMU34000008000000001, New Jersey
CES,"Government, Not seasonally adjusted",SMU34000009000000001, New Jersey
CES,"Total Nonfarm, Seasonally adjusted",SMS35000000000000001, New Mexico
CES,"Mining and Logging, Seasonally adjusted",SMS35000001000000001, New Mexico
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS35000001500000001, New Mexico
CES,"Construction, Seasonally adjusted",SMS35000002000000001, New Mexico
CES,"Manufacturing, Seasonally adjusted",SMS35000003000000001, New Mexico
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS35000004000000001, New Mexico
CES,"Information, Seasonally adjusted",SMS35000005000000001, New Mexico
CES,"Financial Activities, Seasonally adjusted",SMS35000005500000001, New Mexico
CES,"Professional and Business Services, Seasonally adjusted",SMS35000006000000001, New Mexico
CES,"Education and Health Services, Seasonally adjusted",SMS35000006500000001, New Mexico
CES,"Leisure and Hospitality, Seasonally adjusted",SMS35000007000000001, New Mexico
CES,"Other Services, Seasonally adjusted",SMS35000008000000001, New Mexico
CES,"Government, Seasonally adjusted",SMS35000009000000001, New Mexico
CES,"Total Nonfarm, Not seasonally adjusted",SMU35000000000000001, New Mexico
CES,"Mining and Logging, Not seasonally adjusted",SMU35000001000000001, New Mexico
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU35000001500000001, New Mexico
CES,"Construction, Not seasonally adjusted",SMU35000002000000001, New Mexico
CES,"Manufacturing, Not seasonally adjusted",SMU35000003000000001, New Mexico
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU35000004000000001, New Mexico
CES,"Information, Not seasonally adjusted",SMU35000005000000001, New Mexico
CES,"Financial Activities, Not seasonally adjusted",SMU35000005500000001, New Mexico
CES,"Professional and Business Services, Not seasonally adjusted",SMU35000006000000001, New Mexico
CES,"Education and Health Services, Not seasonally adjusted",SMU35000006500000001, New Mexico
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU35000007000000001, New Mexico
CES,"Other Services, Not seasonally adjusted",SMU35000008000000001, New Mexico
CES,"Government, Not seasonally adjusted",SMU35000009000000001, New Mexico
CES,"Total Nonfarm, Seasonally adjusted",SMS36000000000000001, New York
CES,"Mining and Logging, Seasonally adjusted",SMS36000001000000001, New York
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS36000001500000001, New York
CES,"Construction, Seasonally adjusted",SMS36000002000000001, New York
CES,"Manufacturing, Seasonally adjusted",SMS36000003000000001, New York
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS36000004000000001, New York
CES,"Information, Seasonally adjusted",SMS36000005000000001, New York
CES,"Financial Activities, Seasonally adjusted",SMS36000005500000001, New York
CES,"Professional and Business Services, Seasonally adjusted",SMS36000006000000001, New York
CES,"Education and Health Services, Seasonally adjusted",SMS36000006500000001, New York
CES,"Leisure and Hospitality, Seasonally adjusted",SMS36000007000000001, New York
CES,"Other Services, Seasonally adjusted",SMS36000008000000001, New York
CES,"Government, Seasonally adjusted",SMS36000009000000001, New York
CES,"Total Nonfarm, Not seasonally adjusted",SMU36000000000000001, New York
CES,"Mining and Logging, Not seasonally adjusted",SMU36000001000000001, New York
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU36000001500000001, New York
CES,"Construction, Not seasonally adjusted",SMU36000002000000001, New York
CES,"Manufacturing, Not seasonally adjusted",SMU36000003000000001, New York
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU36000004000000001, New York
CES,"Information, Not seasonally adjusted",SMU36000005000000001, New York
CES,"Financial Activities, Not seasonally adjusted",SMU36000005500000001, New York
CES,"Professional and Business Services, Not seasonally adjusted",SMU36000006000000001, New York
CES,"Education and Health Services, Not seasonally adjusted",SMU36000006500000001, New York
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU36000007000000001, New York
CES,"Other Services, Not seasonally adjusted",SMU36000008000000001, New York
CES,"Government, Not seasonally adjusted",SMU36000009000000001, New York
CES,"Total Nonfarm, Seasonally adjusted",SMS37000000000000001, North Carolina
CES,"Mining and Logging, Seasonally adjusted",SMS37000001000000001, North Carolina
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS37000001500000001, North Carolina
CES,"Construction, Seasonally adjusted",SMS37000002000000001, North Carolina
CES,"Manufacturing, Seasonally adjusted",SMS37000003000000001, North Carolina
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS37000004000000001, North Carolina
CES,"Information, Seasonally adjusted",SMS37000005000000001, North Carolina
CES,"Financial Activities, Seasonally adjusted",SMS37000005500000001, North Carolina
CES,"Professional and Business Services, Seasonally adjusted",SMS37000006000000001, North Carolina
CES,"Education and Health Services, Seasonally adjusted",SMS37000006500000001, North Carolina
CES,"Leisure and Hospitality, Seasonally adjusted",SMS37000007000000001, North Carolina
CES,"Government, Seasonally adjusted",SMS37000009000000001, North Carolina
CES,"Total Nonfarm, Not seasonally adjusted",SMU37000000000000001, North Carolina
CES,"Mining and Logging, Not seasonally adjusted",SMU37000001000000001, North Carolina
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU37000001500000001, North Carolina
CES,"Construction, Not seasonally adjusted",SMU37000002000000001, North Carolina
CES,"Manufacturing, Not seasonally adjusted",SMU37000003000000001, North Carolina
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU37000004000000001, North Carolina
CES,"Information, Not seasonally adjusted",SMU37000005000000001, North Carolina
CES,"Financial Activities, Not seasonally adjusted",SMU37000005500000001, North Carolina
CES,"Professional and Business Services, Not seasonally adjusted",SMU37000006000000001, North Carolina
CES,"Education and Health Services, Not seasonally adjusted",SMU37000006500000001, North Carolina
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU37000007000000001, North Carolina
CES,"Other Services, Not seasonally adjusted",SMU37000008000000001, North Carolina
CES,"Government, Not seasonally adjusted",SMU37000009000000001, North Carolina
CES,"Total Nonfarm, Seasonally adjusted",SMS38000000000000001, North Dakota
CES,"Mining and Logging, Seasonally adjusted",SMS38000001000000001, North Dakota
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS38000001500000001, North Dakota
CES,"Construction, Seasonally adjusted",SMS38000002000000001, North Dakota
CES,"Manufacturing, Seasonally adjusted",SMS38000003000000001, North Dakota
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS38000004000000001, North Dakota
CES,"Information, Seasonally adjusted",SMS38000005000000001, North Dakota
CES,"Financial Activities, Seasonally adjusted",SMS38000005500000001, North Dakota
CES,"Professional and Business Services, Seasonally adjusted",SMS38000006000000001, North Dakota
CES,"Education and Health Services, Seasonally adjusted",SMS38000006500000001, North Dakota
CES,"Leisure and Hospitality, Seasonally adjusted",SMS38000007000000001, North Dakota
CES,"Other Services, Seasonally adjusted",SMS38000008000000001, North Dakota
CES,"Government, Seasonally adjusted",SMS38000009000000001, North Dakota
CES,"Total Nonfarm, Not seasonally adjusted",SMU38000000000000001, North Dakota
CES,"Mining and Logging, Not seasonally adjusted",SMU38000001000000001, North Dakota
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU38000001500000001, North Dakota
CES,"Construction, Not seasonally adjusted",SMU38000002000000001, North Dakota
CES,"Manufacturing, Not seasonally adjusted",SMU38000003000000001, North Dakota
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU38000004000000001, North Dakota
CES,"Information, Not seasonally adjusted",SMU38000005000000001, North Dakota
CES,"Financial Activities, Not seasonally adjusted",SMU38000005500000001, North Dakota
CES,"Professional and Business Services, Not seasonally adjusted",SMU38000006000000001, North Dakota
CES,"Education and Health Services, Not seasonally adjusted",SMU38000006500000001, North Dakota
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU38000007000000001, North Dakota
CES,"Other Services, Not seasonally adjusted",SMU38000008000000001, North Dakota
CES,"Government, Not seasonally adjusted",SMU38000009000000001, North Dakota
CES,"Total Nonfarm, Seasonally adjusted",SMS39000000000000001, Ohio
CES,"Mining and Logging, Seasonally adjusted",SMS39000001000000001, Ohio
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS39000001500000001, Ohio
CES,"Construction, Seasonally adjusted",SMS39000002000000001, Ohio
CES,"Manufacturing, Seasonally adjusted",SMS39000003000000001, Ohio
CES,"Total Nonfarm, Not seasonally adjusted",SMU39000000000000001, Ohio
CES,"Mining and Logging, Not seasonally adjusted",SMU39000001000000001, Ohio
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU39000001500000001, Ohio
CES,"Construction, Not seasonally adjusted",SMU39000002000000001, Ohio
CES,"Manufacturing, Not seasonally adjusted",SMU39000003000000001, Ohio
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU39000004000000001, Ohio
CES,"Information, Not seasonally adjusted",SMU39000005000000001, Ohio
CES,"Financial Activities, Not seasonally adjusted",SMU39000005500000001, Ohio
CES,"Professional and Business Services, Not seasonally adjusted",SMU39000006000000001, Ohio
CES,"Education and Health Services, Not seasonally adjusted",SMU39000006500000001, Ohio
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU39000007000000001, Ohio
CES,"Other Services, Not seasonally adjusted",SMU39000008000000001, Ohio
CES,"Government, Not seasonally adjusted",SMU39000009000000001, Ohio
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS39000004000000001, Ohio
CES,"Information, Seasonally adjusted",SMS39000005000000001, Ohio
CES,"Financial Activities, Seasonally adjusted",SMS39000005500000001, Ohio
CES,"Professional and Business Services, Seasonally adjusted",SMS39000006000000001, Ohio
CES,"Education and Health Services, Seasonally adjusted",SMS39000006500000001, Ohio
CES,"Leisure and Hospitality, Seasonally adjusted",SMS39000007000000001, Ohio
CES,"Other Services, Seasonally adjusted",SMS39000008000000001, Ohio
CES,"Government, Seasonally adjusted",SMS39000009000000001, Ohio
CES,"Total Nonfarm, Not seasonally adjusted",SMU40000000000000001, Oklahoma
CES,"Mining and Logging, Not seasonally adjusted",SMU40000001000000001, Oklahoma
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU40000001500000001, Oklahoma
CES,"Construction, Not seasonally adjusted",SMU40000002000000001, Oklahoma
CES,"Manufacturing, Not seasonally adjusted",SMU40000003000000001, Oklahoma
CES,"Total Nonfarm, Seasonally adjusted",SMS40000000000000001, Oklahoma
CES,"Mining and Logging, Seasonally adjusted",SMS40000001000000001, Oklahoma
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS40000001500000001, Oklahoma
CES,"Construction, Seasonally adjusted",SMS40000002000000001, Oklahoma
CES,"Manufacturing, Seasonally adjusted",SMS40000003000000001, Oklahoma
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS40000004000000001, Oklahoma
CES,"Information, Seasonally adjusted",SMS40000005000000001, Oklahoma
CES,"Financial Activities, Seasonally adjusted",SMS40000005500000001, Oklahoma
CES,"Professional and Business Services, Seasonally adjusted",SMS40000006000000001, Oklahoma
CES,"Education and Health Services, Seasonally adjusted",SMS40000006500000001, Oklahoma
CES,"Leisure and Hospitality, Seasonally adjusted",SMS40000007000000001, Oklahoma
CES,"Government, Seasonally adjusted",SMS40000009000000001, Oklahoma
CES,"Other Services, Not seasonally adjusted",SMU40000008000000001, Oklahoma
CES,"Government, Not seasonally adjusted",SMU40000009000000001, Oklahoma
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU40000004000000001, Oklahoma
CES,"Information, Not seasonally adjusted",SMU40000005000000001, Oklahoma
CES,"Financial Activities, Not seasonally adjusted",SMU40000005500000001, Oklahoma
CES,"Professional and Business Services, Not seasonally adjusted",SMU40000006000000001, Oklahoma
CES,"Education and Health Services, Not seasonally adjusted",SMU40000006500000001, Oklahoma
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU40000007000000001, Oklahoma
CES,"Total Nonfarm, Seasonally adjusted",SMS41000000000000001, Oregon
CES,"Mining and Logging, Seasonally adjusted",SMS41000001000000001, Oregon
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS41000001500000001, Oregon
CES,"Construction, Seasonally adjusted",SMS41000002000000001, Oregon
CES,"Manufacturing, Seasonally adjusted",SMS41000003000000001, Oregon
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS41000004000000001, Oregon
CES,"Information, Seasonally adjusted",SMS41000005000000001, Oregon
CES,"Financial Activities, Seasonally adjusted",SMS41000005500000001, Oregon
CES,"Professional and Business Services, Seasonally adjusted",SMS41000006000000001, Oregon
CES,"Education and Health Services, Seasonally adjusted",SMS41000006500000001, Oregon
CES,"Leisure and Hospitality, Seasonally adjusted",SMS41000007000000001, Oregon
CES,"Other Services, Seasonally adjusted",SMS41000008000000001, Oregon
CES,"Government, Seasonally adjusted",SMS41000009000000001, Oregon
CES,"Total Nonfarm, Not seasonally adjusted",SMU41000000000000001, Oregon
CES,"Mining and Logging, Not seasonally adjusted",SMU41000001000000001, Oregon
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU41000001500000001, Oregon
CES,"Construction, Not seasonally adjusted",SMU41000002000000001, Oregon
CES,"Manufacturing, Not seasonally adjusted",SMU41000003000000001, Oregon
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU41000004000000001, Oregon
CES,"Information, Not seasonally adjusted",SMU41000005000000001, Oregon
CES,"Financial Activities, Not seasonally adjusted",SMU41000005500000001, Oregon
CES,"Professional and Business Services, Not seasonally adjusted",SMU41000006000000001, Oregon
CES,"Education and Health Services, Not seasonally adjusted",SMU41000006500000001, Oregon
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU41000007000000001, Oregon
CES,"Other Services, Not seasonally adjusted",SMU41000008000000001, Oregon
CES,"Government, Not seasonally adjusted",SMU41000009000000001, Oregon
CES,"Total Nonfarm, Seasonally adjusted",SMS42000000000000001, Pennsylvania
CES,"Mining and Logging, Seasonally adjusted",SMS42000001000000001, Pennsylvania
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS42000001500000001, Pennsylvania
CES,"Construction, Seasonally adjusted",SMS42000002000000001, Pennsylvania
CES,"Manufacturing, Seasonally adjusted",SMS42000003000000001, Pennsylvania
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS42000004000000001, Pennsylvania
CES,"Information, Seasonally adjusted",SMS42000005000000001, Pennsylvania
CES,"Financial Activities, Seasonally adjusted",SMS42000005500000001, Pennsylvania
CES,"Professional and Business Services, Seasonally adjusted",SMS42000006000000001, Pennsylvania
CES,"Education and Health Services, Seasonally adjusted",SMS42000006500000001, Pennsylvania
CES,"Leisure and Hospitality, Seasonally adjusted",SMS42000007000000001, Pennsylvania
CES,"Other Services, Seasonally adjusted",SMS42000008000000001, Pennsylvania
CES,"Government, Seasonally adjusted",SMS42000009000000001, Pennsylvania
CES,"Total Nonfarm, Not seasonally adjusted",SMU42000000000000001, Pennsylvania
CES,"Mining and Logging, Not seasonally adjusted",SMU42000001000000001, Pennsylvania
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU42000001500000001, Pennsylvania
CES,"Construction, Not seasonally adjusted",SMU42000002000000001, Pennsylvania
CES,"Manufacturing, Not seasonally adjusted",SMU42000003000000001, Pennsylvania
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU42000004000000001, Pennsylvania
CES,"Information, Not seasonally adjusted",SMU42000005000000001, Pennsylvania
CES,"Financial Activities, Not seasonally adjusted",SMU42000005500000001, Pennsylvania
CES,"Professional and Business Services, Not seasonally adjusted",SMU42000006000000001, Pennsylvania
CES,"Education and Health Services, Not seasonally adjusted",SMU42000006500000001, Pennsylvania
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU42000007000000001, Pennsylvania
CES,"Other Services, Not seasonally adjusted",SMU42000008000000001, Pennsylvania
CES,"Government, Not seasonally adjusted",SMU42000009000000001, Pennsylvania
CES,"Total Nonfarm, Seasonally adjusted",SMS72000000000000001, Puerto Rico
CES,"Mining and Logging, Seasonally adjusted",SMS72000001000000001, Puerto Rico
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS72000001500000001, Puerto Rico
CES,"Construction, Seasonally adjusted",SMS72000002000000001, Puerto Rico
CES,"Manufacturing, Seasonally adjusted",SMS72000003000000001, Puerto Rico
CES,"Durable Goods, Seasonally adjusted",SMS72000003100000001, Puerto Rico
CES,"Non-Durable Goods, Seasonally adjusted",SMS72000003200000001, Puerto Rico
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS72000004000000001, Puerto Rico
CES,"Information, Seasonally adjusted",SMS72000005000000001, Puerto Rico
CES,"Financial Activities, Seasonally adjusted",SMS72000005500000001, Puerto Rico
CES,"Professional and Business Services, Seasonally adjusted",SMS72000006000000001, Puerto Rico
CES,"Education and Health Services, Seasonally adjusted",SMS72000006500000001, Puerto Rico
CES,"Leisure and Hospitality, Seasonally adjusted",SMS72000007000000001, Puerto Rico
CES,"Other Services, Seasonally adjusted",SMS72000008000000001, Puerto Rico
CES,"Government, Seasonally adjusted",SMS72000009000000001, Puerto Rico
CES,"Total Nonfarm, Not seasonally adjusted",SMU72000000000000001, Puerto Rico
CES,"Mining and Logging, Not seasonally adjusted",SMU72000001000000001, Puerto Rico
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU72000001500000001, Puerto Rico
CES,"Construction, Not seasonally adjusted",SMU72000002000000001, Puerto Rico
CES,"Manufacturing, Not seasonally adjusted",SMU72000003000000001, Puerto Rico
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU72000004000000001, Puerto Rico
CES,"Information, Not seasonally adjusted",SMU72000005000000001, Puerto Rico
CES,"Financial Activities, Not seasonally adjusted",SMU72000005500000001, Puerto Rico
CES,"Professional and Business Services, Not seasonally adjusted",SMU72000006000000001, Puerto Rico
CES,"Education and Health Services, Not seasonally adjusted",SMU72000006500000001, Puerto Rico
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU72000007000000001, Puerto Rico
CES,"Other Services, Not seasonally adjusted",SMU72000008000000001, Puerto Rico
CES,"Government, Not seasonally adjusted",SMU72000009000000001, Puerto Rico
CES,"Total Nonfarm, Seasonally adjusted",SMS44000000000000001, Rhode Island
CES,"Mining and Logging, Seasonally adjusted",SMS44000001000000001, Rhode Island
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS44000001500000001, Rhode Island
CES,"Construction, Seasonally adjusted",SMS44000002000000001, Rhode Island
CES,"Manufacturing, Seasonally adjusted",SMS44000003000000001, Rhode Island
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS44000004000000001, Rhode Island
CES,"Information, Seasonally adjusted",SMS44000005000000001, Rhode Island
CES,"Financial Activities, Seasonally adjusted",SMS44000005500000001, Rhode Island
CES,"Professional and Business Services, Seasonally adjusted",SMS44000006000000001, Rhode Island
CES,"Education and Health Services, Seasonally adjusted",SMS44000006500000001, Rhode Island
CES,"Leisure and Hospitality, Seasonally adjusted",SMS44000007000000001, Rhode Island
CES,"Other Services, Seasonally adjusted",SMS44000008000000001, Rhode Island
CES,"Government, Seasonally adjusted",SMS44000009000000001, Rhode Island
CES,"Total Nonfarm, Not seasonally adjusted",SMU44000000000000001, Rhode Island
CES,"Mining and Logging, Not seasonally adjusted",SMU44000001000000001, Rhode Island
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU44000001500000001, Rhode Island
CES,"Construction, Not seasonally adjusted",SMU44000002000000001, Rhode Island
CES,"Manufacturing, Not seasonally adjusted",SMU44000003000000001, Rhode Island
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU44000004000000001, Rhode Island
CES,"Information, Not seasonally adjusted",SMU44000005000000001, Rhode Island
CES,"Financial Activities, Not seasonally adjusted",SMU44000005500000001, Rhode Island
CES,"Professional and Business Services, Not seasonally adjusted",SMU44000006000000001, Rhode Island
CES,"Education and Health Services, Not seasonally adjusted",SMU44000006500000001, Rhode Island
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU44000007000000001, Rhode Island
CES,"Other Services, Not seasonally adjusted",SMU44000008000000001, Rhode Island
CES,"Government, Not seasonally adjusted",SMU44000009000000001, Rhode Island
CES,"Total Nonfarm, Seasonally adjusted",SMS45000000000000001, South Carolina
CES,"Mining and Logging, Seasonally adjusted",SMS45000001000000001, South Carolina
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS45000001500000001, South Carolina
CES,"Construction, Seasonally adjusted",SMS45000002000000001, South Carolina
CES,"Manufacturing, Seasonally adjusted",SMS45000003000000001, South Carolina
CES,"urable Goods, Seasonally adjusted",SMS45000003100000001, South Carolina
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS45000004000000001, South Carolina
CES,"Wholesale Trade, Seasonally adjusted",SMS45000004100000001, South Carolina
CES,"Financial Activities, Seasonally adjusted",SMS45000005500000001, South Carolina
CES,"Professional and Business Services, Seasonally adjusted",SMS45000006000000001, South Carolina
CES,"Education and Health Services, Seasonally adjusted",SMS45000006500000001, South Carolina
CES,"Leisure and Hospitality, Seasonally adjusted",SMS45000007000000001, South Carolina
CES,"Government, Seasonally adjusted",SMS45000009000000001, South Carolina
CES,"Total Nonfarm, Not seasonally adjusted",SMU45000000000000001, South Carolina
CES,"Mining and Logging, Not seasonally adjusted",SMU45000001000000001, South Carolina
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU45000001500000001, South Carolina
CES,"Construction, Not seasonally adjusted",SMU45000002000000001, South Carolina
CES,"Manufacturing, Not seasonally adjusted",SMU45000003000000001, South Carolina
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU45000004000000001, South Carolina
CES,"Information, Not seasonally adjusted",SMU45000005000000001, South Carolina
CES,"Financial Activities, Not seasonally adjusted",SMU45000005500000001, South Carolina
CES,"Professional and Business Services, Not seasonally adjusted",SMU45000006000000001, South Carolina
CES,"Education and Health Services, Not seasonally adjusted",SMU45000006500000001, South Carolina
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU45000007000000001, South Carolina
CES,"Other Services, Not seasonally adjusted",SMU45000008000000001, South Carolina
CES,"Government, Not seasonally adjusted",SMU45000009000000001, South Carolina
CES,"Total Nonfarm, Seasonally adjusted",SMS46000000000000001, South Dakota
CES,"Mining and Logging, Seasonally adjusted",SMS46000001000000001, South Dakota
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS46000001500000001, South Dakota
CES,"Construction, Seasonally adjusted",SMS46000002000000001, South Dakota
CES,"Manufacturing, Seasonally adjusted",SMS46000003000000001, South Dakota
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS46000004000000001, South Dakota
CES,"Financial Activities, Seasonally adjusted",SMS46000005500000001, South Dakota
CES,"Professional and Business Services, Seasonally adjusted",SMS46000006000000001, South Dakota
CES,"Education and Health Services, Seasonally adjusted",SMS46000006500000001, South Dakota
CES,"Leisure and Hospitality, Seasonally adjusted",SMS46000007000000001, South Dakota
CES,"Other Services, Seasonally adjusted",SMS46000008000000001, South Dakota
CES,"Government, Seasonally adjusted",SMS46000009000000001, South Dakota
CES,"Total Nonfarm, Not seasonally adjusted",SMU46000000000000001, South Dakota
CES,"Mining and Logging, Not seasonally adjusted",SMU46000001000000001, South Dakota
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU46000001500000001, South Dakota
CES,"Construction, Not seasonally adjusted",SMU46000002000000001, South Dakota
CES,"Manufacturing, Not seasonally adjusted",SMU46000003000000001, South Dakota
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU46000004000000001, South Dakota
CES,"Information, Not seasonally adjusted",SMU46000005000000001, South Dakota
CES,"Financial Activities, Not seasonally adjusted",SMU46000005500000001, South Dakota
CES,"Professional and Business Services, Not seasonally adjusted",SMU46000006000000001, South Dakota
CES,"Education and Health Services, Not seasonally adjusted",SMU46000006500000001, South Dakota
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU46000007000000001, South Dakota
CES,"Other Services, Not seasonally adjusted",SMU46000008000000001, South Dakota
CES,"Government, Not seasonally adjusted",SMU46000009000000001, South Dakota
CES,"Total Nonfarm, Seasonally adjusted",SMS47000000000000001, Tennessee
CES,"Mining and Logging, Seasonally adjusted",SMS47000001000000001, Tennessee
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS47000001500000001, Tennessee
CES,"Construction, Seasonally adjusted",SMS47000002000000001, Tennessee
