survey,series,seriesID,state
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU18000007000000001, Indiana
CES,"Other Services, Not seasonally adjusted",SMU18000008000000001, Indiana
CES,"Government, Not seasonally adjusted",SMU18000009000000001, Indiana
CES,"Total Nonfarm, Seasonally adjusted",SMS19000000000000001, Iowa
CES,"Mining and Logging, Seasonally adjusted",SMS19000001000000001, Iowa
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS19000001500000001, Iowa
CES,"Construction, Seasonally adjusted",SMS19000002000000001, Iowa
CES,"Manufacturing, Seasonally adjusted",SMS19000003000000001, Iowa
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS19000004000000001, Iowa
CES,"Information, Seasonally adjusted",SMS19000005000000001, Iowa
CES,"Financial Activities, Seasonally adjusted",SMS19000005500000001, Iowa
CES,"Professional and Business Services, Seasonally adjusted",SMS19000006000000001, Iowa
CES,"Education and Health Services, Seasonally adjusted",SMS19000006500000001, Iowa
CES,"Leisure and Hospitality, Seasonally adjusted",SMS19000007000000001, Iowa
CES,"Other Services, Seasonally adjusted",SMS19000008000000001, Iowa
CES,"Government, Seasonally adjusted",SMS19000009000000001, Iowa
CES,"Total Nonfarm, Not seasonally adjusted",SMU19000000000000001, Iowa
CES,"Mining and Logging, Not seasonally adjusted",SMU19000001000000001, Iowa
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU19000001500000001, Iowa
CES,"Construction, Not seasonally adjusted",SMU19000002000000001, Iowa
CES,"Manufacturing, Not seasonally adjusted",SMU19000003000000001, Iowa
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU19000004000000001, Iowa
CES,"Information, Not seasonally adjusted",SMU19000005000000001, Iowa
CES,"Financial Activities, Not seasonally adjusted",SMU19000005500000001, Iowa
CES,"Professional and Business Services, Not seasonally adjusted",SMU19000006000000001, Iowa
CES,"Education and Health Services, Not seasonally adjusted",SMU19000006500000001, Iowa
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU19000007000000001, Iowa
CES,"Other Services, Not seasonally adjusted",SMU19000008000000001, Iowa
CES,"Government, Not seasonally adjusted",SMU19000009000000001, Iowa
CES,"Total Nonfarm, Seasonally adjusted",SMS20000000000000001, Kansas
CES,"Mining and Logging, Seasonally adjusted",SMS20000001000000001, Kansas
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS20000001500000001, Kansas
CES,"Construction, Seasonally adjusted",SMS20000002000000001, Kansas
CES,"Manufacturing, Seasonally adjusted",SMS20000003000000001, Kansas
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS20000004000000001, Kansas
CES,"Information, Seasonally adjusted",SMS20000005000000001, Kansas
CES,"Financial Activities, Seasonally adjusted",SMS20000005500000001, Kansas
CES,"Professional and Business Services, Seasonally adjusted",SMS20000006000000001, Kansas
CES,"Education and Health Services, Seasonally adjusted",SMS20000006500000001, Kansas
CES,"Leisure and Hospitality, Seasonally adjusted",SMS20000007000000001, Kansas
CES,"Other Services, Seasonally adjusted",SMS20000008000000001, Kansas
CES,"Government, Seasonally adjusted",SMS20000009000000001, Kansas
CES,"Total Nonfarm, Not seasonally adjusted",SMU20000000000000001, Kansas
CES,"Mining and Logging, Not seasonally adjusted",SMU20000001000000001, Kansas
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU20000001500000001, Kansas
CES,"Construction, Not seasonally adjusted",SMU20000002000000001, Kansas
CES,"Manufacturing, Not seasonally adjusted",SMU20000003000000001, Kansas
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU20000004000000001, Kansas
CES,"Information, Not seasonally adjusted",SMU20000005000000001, Kansas
CES,"Financial Activities, Not seasonally adjusted",SMU20000005500000001, Kansas
CES,"Professional and Business Services, Not seasonally adjusted",SMU20000006000000001, Kansas
CES,"Education and Health Services, Not seasonally adjusted",SMU20000006500000001, Kansas
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU20000007000000001, Kansas
CES,"Other Services, Not seasonally adjusted",SMU20000008000000001, Kansas
CES,"Government, Not seasonally adjusted",SMU20000009000000001, Kansas
CES,"Total Nonfarm, Seasonally adjusted",SMS21000000000000001, Kentucky
CES,"Mining and Logging, Seasonally adjusted",SMS21000001000000001, Kentucky
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS21000001500000001, Kentucky
CES,"Construction, Seasonally adjusted",SMS21000002000000001, Kentucky
CES,"Manufacturing, Seasonally adjusted",SMS21000003000000001, Kentucky
CES,"Durable Goods, Seasonally adjusted",SMS21000003100000001, Kentucky
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS21000004000000001, Kentucky
CES,"Information, Seasonally adjusted",SMS21000005000000001, Kentucky
CES,"Financial Activities, Seasonally adjusted",SMS21000005500000001, Kentucky
CES,"Professional and Business Services, Seasonally adjusted",SMS21000006000000001, Kentucky
CES,"Education and Health Services, Seasonally adjusted",SMS21000006500000001, Kentucky
CES,"Leisure and Hospitality, Seasonally adjusted",SMS21000007000000001, Kentucky
CES,"Other Services, Seasonally adjusted",SMS21000008000000001, Kentucky
CES,"Government, Seasonally adjusted",SMS21000009000000001, Kentucky
CES,"Total Nonfarm, Not seasonally adjusted",SMU21000000000000001, Kentucky
CES,"Mining and Logging, Not seasonally adjusted",SMU21000001000000001, Kentucky
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU21000001500000001, Kentucky
CES,"Construction, Not seasonally adjusted",SMU21000002000000001, Kentucky
CES,"Manufacturing, Not seasonally adjusted",SMU21000003000000001, Kentucky
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU21000004000000001, Kentucky
CES,"Information, Not seasonally adjusted",SMU21000005000000001, Kentucky
CES,"Financial Activities, Not seasonally adjusted",SMU21000005500000001, Kentucky
CES,"Professional and Business Services, Not seasonally adjusted",SMU21000006000000001, Kentucky
CES,"Education and Health Services, Not seasonally adjusted",SMU21000006500000001, Kentucky
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU21000007000000001, Kentucky
CES,"Other Services, Not seasonally adjusted",SMU21000008000000001, Kentucky
CES,"Government, Not seasonally adjusted",SMU21000009000000001, Kentucky
CES,"Total Nonfarm, Seasonally adjusted",SMS22000000000000001, Louisiana
CES,"Mining and Logging, Seasonally adjusted",SMS22000001000000001, Louisiana
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS22000001500000001, Louisiana
CES,"Construction, Seasonally adjusted",SMS22000002000000001, Louisiana
CES,"Manufacturing, Seasonally adjusted",SMS22000003000000001, Louisiana
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS22000004000000001, Louisiana
CES,"Information, Seasonally adjusted",SMS22000005000000001, Louisiana
CES,"Financial Activities, Seasonally adjusted",SMS22000005500000001, Louisiana
CES,"Professional and Business Services, Seasonally adjusted",SMS22000006000000001, Louisiana
CES,"Education and Health Services, Seasonally adjusted",SMS22000006500000001, Louisiana
CES,"Leisure and Hospitality, Seasonally adjusted",SMS22000007000000001, Louisiana
CES,"Other Services, Seasonally adjusted",SMS22000008000000001, Louisiana
CES,"Government, Seasonally adjusted",SMS22000009000000001, Louisiana
CES,"Total Nonfarm, Not seasonally adjusted",SMU22000000000000001, Louisiana
CES,"Mining and Logging, Not seasonally adjusted",SMU22000001000000001, Louisiana
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU22000001500000001, Louisiana
CES,"Construction, Not seasonally adjusted",SMU22000002000000001, Louisiana
CES,"Manufacturing, Not seasonally adjusted",SMU22000003000000001, Louisiana
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU22000004000000001, Louisiana
CES,"Information, Not seasonally adjusted",SMU22000005000000001, Louisiana
CES,"Financial Activities, Not seasonally adjusted",SMU22000005500000001, Louisiana
CES,"Professional and Business Services, Not seasonally adjusted",SMU22000006000000001, Louisiana
CES,"Education and Health Services, Not seasonally adjusted",SMU22000006500000001, Louisiana
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU22000007000000001, Louisiana
CES,"Other Services, Not seasonally adjusted",SMU22000008000000001, Louisiana
CES,"Government, Not seasonally adjusted",SMU22000009000000001, Louisiana
CES,"Total Nonfarm, Seasonally adjusted",SMS23000000000000001, Maine
CES,"Mining and Logging, Seasonally adjusted",SMS23000001000000001, Maine
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS23000001500000001, Maine
CES,"Construction, Seasonally adjusted",SMS23000002000000001, Maine
CES,"Manufacturing, Seasonally adjusted",SMS23000003000000001, Maine
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS23000004000000001, Maine
CES,"Information, Seasonally adjusted",SMS23000005000000001, Maine
CES,"Financial Activities, Seasonally adjusted",SMS23000005500000001, Maine
CES,"Professional and Business Services, Seasonally adjusted",SMS23000006000000001, Maine
CES,"Education and Health Services, Seasonally adjusted",SMS23000006500000001, Maine
CES,"Leisure and Hospitality, Seasonally adjusted",SMS23000007000000001, Maine
CES,"Government, Seasonally adjusted",SMS23000009000000001, Maine
CES,"Total Nonfarm, Not seasonally adjusted",SMU23000000000000001, Maine
CES,"Mining and Logging, Not seasonally adjusted",SMU23000001000000001, Maine
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU23000001500000001, Maine
CES,"Construction, Not seasonally adjusted",SMU23000002000000001, Maine
CES,"Manufacturing, Not seasonally adjusted",SMU23000003000000001, Maine
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU23000004000000001, Maine
CES,"Information, Not seasonally adjusted",SMU23000005000000001, Maine
CES,"Financial Activities, Not seasonally adjusted",SMU23000005500000001, Maine
CES,"Professional and Business Services, Not seasonally adjusted",SMU23000006000000001, Maine
CES,"Education and Health Services, Not seasonally adjusted",SMU23000006500000001, Maine
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU23000007000000001, Maine
CES,"Other Services, Not seasonally adjusted",SMU23000008000000001, Maine
CES,"Government, Not seasonally adjusted",SMU23000009000000001, Maine
CES,"Total Nonfarm, Seasonally adjusted",SMS24000000000000001, Maryland
CES,"Mining and Logging, Seasonally adjusted",SMS24000001000000001, Maryland
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS24000001500000001, Maryland
CES,"Construction, Seasonally adjusted",SMS24000002000000001, Maryland
CES,"Manufacturing, Seasonally adjusted",SMS24000003000000001, Maryland
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS24000004000000001, Maryland
CES,"Information, Seasonally adjusted",SMS24000005000000001, Maryland
CES,"Financial Activities, Seasonally adjusted",SMS24000005500000001, Maryland
CES,"Professional and Business Services, Seasonally adjusted",SMS24000006000000001, Maryland
CES,"Education and Health Services, Seasonally adjusted",SMS24000006500000001, Maryland
CES,"Leisure and Hospitality, Seasonally adjusted",SMS24000007000000001, Maryland
CES,"Other Services, Seasonally adjusted",SMS24000008000000001, Maryland
CES,"Government, Seasonally adjusted",SMS24000009000000001, Maryland
CES,"Total Nonfarm, Not seasonally adjusted",SMU24000000000000001, Maryland
CES,"Mining and Logging, Not seasonally adjusted",SMU24000001000000001, Maryland
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU24000001500000001, Maryland
CES,"Construction, Not seasonally adjusted",SMU24000002000000001, Maryland
CES,"Manufacturing, Not seasonally adjusted",SMU24000003000000001, Maryland
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU24000004000000001, Maryland
CES,"Information, Not seasonally adjusted",SMU24000005000000001, Maryland
CES,"Financial Activities, Not seasonally adjusted",SMU24000005500000001, Maryland
CES,"Professional and Business Services, Not seasonally adjusted",SMU24000006000000001, Maryland
CES,"Education and Health Services, Not seasonally adjusted",SMU24000006500000001, Maryland
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU24000007000000001, Maryland
CES,"Other Services, Not seasonally adjusted",SMU24000008000000001, Maryland
CES,"Government, Not seasonally adjusted",SMU24000009000000001, Maryland
CES,"Total Nonfarm, Seasonally adjusted",SMS25000000000000001, Massachusetts
CES,"Mining and Logging, Seasonally adjusted",SMS25000001000000001, Massachusetts
CES,"Professional and Business Services, Seasonally adjusted",SMS25000006000000001, Massachusetts
CES,"Education and Health Services, Seasonally adjusted",SMS25000006500000001, Massachusetts
CES,"Leisure and Hospitality, Seasonally adjusted",SMS25000007000000001, Massachusetts
CES,"Other Services, Seasonally adjusted",SMS25000008000000001, Massachusetts
CES,"Government, Seasonally adjusted",SMS25000009000000001, Massachusetts
CES,"Total Nonfarm, Not seasonally adjusted",SMU25000000000000001, Massachusetts
CES,"Mining and Logging, Not seasonally adjusted",SMU25000001000000001, Massachusetts
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU25000001500000001, Massachusetts
CES,"Construction, Not seasonally adjusted",SMU25000002000000001, Massachusetts
CES,"Manufacturing, Not seasonally adjusted",SMU25000003000000001, Massachusetts
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU25000004000000001, Massachusetts
CES,"Information, Not seasonally adjusted",SMU25000005000000001, Massachusetts
CES,"Financial Activities, Not seasonally adjusted",SMU25000005500000001, Massachusetts
CES,"Professional and Business Services, Not seasonally adjusted",SMU25000006000000001, Massachusetts
CES,"Education and Health Services, Not seasonally adjusted",SMU25000006500000001, Massachusetts
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU25000007000000001, Massachusetts
CES,"Other Services, Not seasonally adjusted",SMU25000008000000001, Massachusetts
CES,"Government, Not seasonally adjusted",SMU25000009000000001, Massachusetts
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS25000001500000001, Massachusetts
CES,"Construction, Seasonally adjusted",SMS25000002000000001, Massachusetts
CES,"Manufacturing, Seasonally adjusted",SMS25000003000000001, Massachusetts
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS25000004000000001, Massachusetts
CES,"Information, Seasonally adjusted",SMS25000005000000001, Massachusetts
CES,"Financial Activities, Seasonally adjusted",SMS25000005500000001, Massachusetts
CES,"Information, Not seasonally adjusted",SMU26000005000000001, Michigan
CES,"Total Nonfarm, Seasonally adjusted",SMS26000000000000001, Michigan
CES,"Mining and Logging, Seasonally adjusted",SMS26000001000000001, Michigan
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS26000001500000001, Michigan
CES,"Construction, Seasonally adjusted",SMS26000002000000001, Michigan
CES,"Manufacturing, Seasonally adjusted",SMS26000003000000001, Michigan
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS26000004000000001, Michigan
CES,"Information, Seasonally adjusted",SMS26000005000000001, Michigan
CES,"Financial Activities, Seasonally adjusted",SMS26000005500000001, Michigan
CES,"Professional and Business Services, Seasonally adjusted",SMS26000006000000001, Michigan
CES,"Education and Health Services, Seasonally adjusted",SMS26000006500000001, Michigan
CES,"Leisure and Hospitality, Seasonally adjusted",SMS26000007000000001, Michigan
CES,"Other Services, Seasonally adjusted",SMS26000008000000001, Michigan
CES,"Government, Seasonally adjusted",SMS26000009000000001, Michigan
CES,"Total Nonfarm, Not seasonally adjusted",SMU26000000000000001, Michigan
CES,"Mining and Logging, Not seasonally adjusted",SMU26000001000000001, Michigan
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU26000001500000001, Michigan
CES,"Construction, Not seasonally adjusted",SMU26000002000000001, Michigan
CES,"Manufacturing, Not seasonally adjusted",SMU26000003000000001, Michigan
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU26000004000000001, Michigan
CES,"Financial Activities, Not seasonally adjusted",SMU26000005500000001, Michigan
CES,"Professional and Business Services, Not seasonally adjusted",SMU26000006000000001, Michigan
CES,"Education and Health Services, Not seasonally adjusted",SMU26000006500000001, Michigan
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU26000007000000001, Michigan
CES,"Other Services, Not seasonally adjusted",SMU26000008000000001, Michigan
CES,"Government, Not seasonally adjusted",SMU26000009000000001, Michigan
CES,"Total Nonfarm, Seasonally adjusted",SMS27000000000000001, Minnesota
CES,"Mining and Logging, Seasonally adjusted",SMS27000001000000001, Minnesota
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS27000001500000001, Minnesota
CES,"Construction, Seasonally adjusted",SMS27000002000000001, Minnesota
CES,"Manufacturing, Seasonally adjusted",SMS27000003000000001, Minnesota
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS27000004000000001, Minnesota
CES,"Information, Seasonally adjusted",SMS27000005000000001, Minnesota
CES,"Financial Activities, Seasonally adjusted",SMS27000005500000001, Minnesota
CES,"Professional and Business Services, Seasonally adjusted",SMS27000006000000001, Minnesota
CES,"Education and Health Services, Seasonally adjusted",SMS27000006500000001, Minnesota
CES,"Leisure and Hospitality, Seasonally adjusted",SMS27000007000000001, Minnesota
CES,"Other Services, Seasonally adjusted",SMS27000008000000001, Minnesota
CES,"Government, Seasonally adjusted",SMS27000009000000001, Minnesota
CES,"Total Nonfarm, Not seasonally adjusted",SMU27000000000000001, Minnesota
CES,"Mining and Logging, Not seasonally adjusted",SMU27000001000000001, Minnesota
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU27000001500000001, Minnesota
CES,"Construction, Not seasonally adjusted",SMU27000002000000001, Minnesota
CES,"Manufacturing, Not seasonally adjusted",SMU27000003000000001, Minnesota
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU27000004000000001, Minnesota
CES,"Information, Not seasonally adjusted",SMU27000005000000001, Minnesota
CES,"Financial Activities, Not seasonally adjusted",SMU27000005500000001, Minnesota
CES,"Professional and Business Services, Not seasonally adjusted",SMU27000006000000001, Minnesota
CES,"Education and Health Services, Not seasonally adjusted",SMU27000006500000001, Minnesota
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU27000007000000001, Minnesota
CES,"Other Services, Not seasonally adjusted",SMU27000008000000001, Minnesota
CES,"Government, Not seasonally adjusted",SMU27000009000000001, Minnesota
CES,"Total Nonfarm, Seasonally adjusted",SMS28000000000000001, Mississippi
CES,"Mining and Logging, Seasonally adjusted",SMS28000001000000001, Mississippi
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS28000001500000001, Mississippi
CES,"Construction, Seasonally adjusted",SMS28000002000000001, Mississippi
CES,"Manufacturing, Seasonally adjusted",SMS28000003000000001, Mississippi
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS28000004000000001, Mississippi
CES,"Information, Seasonally adjusted",SMS28000005000000001, Mississippi
CES,"Financial Activities, Seasonally adjusted",SMS28000005500000001, Mississippi
CES,"Professional and Business Services, Seasonally adjusted",SMS28000006000000001, Mississippi
CES,"Education and Health Services, Seasonally adjusted",SMS28000006500000001, Mississippi
CES,"Leisure and Hospitality, Seasonally adjusted",SMS28000007000000001, Mississippi
CES,"Other Services, Seasonally adjusted",SMS28000008000000001, Mississippi
CES,"Government, Seasonally adjusted",SMS28000009000000001, Mississippi
CES,"Total Nonfarm, Not seasonally adjusted",SMU28000000000000001, Mississippi
CES,"Mining and Logging, Not seasonally adjusted",SMU28000001000000001, Mississippi
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU28000001500000001, Mississippi
CES,"Construction, Not seasonally adjusted",SMU28000002000000001, Mississippi
CES,"Manufacturing, Not seasonally adjusted",SMU28000003000000001, Mississippi
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU28000004000000001, Mississippi
CES,"Information, Not seasonally adjusted",SMU28000005000000001, Mississippi
CES,"Financial Activities, Not seasonally adjusted",SMU28000005500000001, Mississippi
CES,"Professional and Business Services, Not seasonally adjusted",SMU28000006000000001, Mississippi
CES,"Education and Health Services, Not seasonally adjusted",SMU28000006500000001, Mississippi
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU28000007000000001, Mississippi
CES,"Other Services, Not seasonally adjusted",SMU28000008000000001, Mississippi
CES,"Government, Not seasonally adjusted",SMU28000009000000001, Mississippi
CES,"Total Nonfarm, Seasonally adjusted",SMS29000000000000001, Missouri
CES,"Mining and Logging, Seasonally adjusted",SMS29000001000000001, Missouri
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS29000001500000001, Missouri
CES,"Construction, Seasonally adjusted",SMS29000002000000001, Missouri
CES,"Manufacturing, Seasonally adjusted",SMS29000003000000001, Missouri
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS29000004000000001, Missouri
CES,"Financial Activities, Seasonally adjusted",SMS29000005500000001, Missouri
CES,"Professional and Business Services, Seasonally adjusted",SMS29000006000000001, Missouri
CES,"Education and Health Services, Seasonally adjusted",SMS29000006500000001, Missouri
CES,"Leisure and Hospitality, Seasonally adjusted",SMS29000007000000001, Missouri
CES,"Government, Seasonally adjusted",SMS29000009000000001, Missouri
CES,"Total Nonfarm, Not seasonally adjusted",SMU29000000000000001, Missouri
CES,"Mining and Logging, Not seasonally adjusted",SMU29000001000000001, Missouri
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU29000001500000001, Missouri
CES,"Construction, Not seasonally adjusted",SMU29000002000000001, Missouri
CES,"Manufacturing, Not seasonally adjusted",SMU29000003000000001, Missouri
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU29000004000000001, Missouri
CES,"Information, Not seasonally adjusted",SMU29000005000000001, Missouri
CES,"Financial Activities, Not seasonally adjusted",SMU29000005500000001, Missouri
CES,"Professional and Business Services, Not seasonally adjusted",SMU29000006000000001, Missouri
CES,"Education and Health Services, Not seasonally adjusted",SMU29000006500000001, Missouri
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU29000007000000001, Missouri
CES,"Other Services, Not seasonally adjusted",SMU29000008000000001, Missouri
CES,"Government, Not seasonally adjusted",SMU29000009000000001, Missouri
CES,"Total Nonfarm, Seasonally adjusted",SMS30000000000000001, Montana
CES,"Mining and Logging, Seasonally adjusted",SMS30000001000000001, Montana
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS30000001500000001, Montana
CES,"Construction, Seasonally adjusted",SMS30000002000000001, Montana
CES,"Manufacturing, Seasonally adjusted",SMS30000003000000001, Montana
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS30000004000000001, Montana
CES,"Financial Activities, Seasonally adjusted",SMS30000005500000001, Montana
CES,"Professional and Business Services, Seasonally adjusted",SMS30000006000000001, Montana
CES,"Education and Health Services, Seasonally adjusted",SMS30000006500000001, Montana
CES,"Leisure and Hospitality, Seasonally adjusted",SMS30000007000000001, Montana
CES,"Other Services, Seasonally adjusted",SMS30000008000000001, Montana
CES,"Government, Seasonally adjusted",SMS30000009000000001, Montana
CES,"Total Nonfarm, Not seasonally adjusted",SMU30000000000000001, Montana
CES,"Mining and Logging, Not seasonally adjusted",SMU30000001000000001, Montana
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU30000001500000001, Montana
CES,"Construction, Not seasonally adjusted",SMU30000002000000001, Montana
CES,"Manufacturing, Not seasonally adjusted",SMU30000003000000001, Montana
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU30000004000000001, Montana
CES,"Information, Not seasonally adjusted",SMU30000005000000001, Montana
CES,"Financial Activities, Not seasonally adjusted",SMU30000005500000001, Montana
CES,"Professional and Business Services, Not seasonally adjusted",SMU30000006000000001, Montana
CES,"Education and Health Services, Not seasonally adjusted",SMU30000006500000001, Montana
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU30000007000000001, Montana
CES,"Other Services, Not seasonally adjusted",SMU30000008000000001, Montana
CES,"Government, Not seasonally adjusted",SMU30000009000000001, Montana
CES,"Total Nonfarm, Seasonally adjusted",SMS31000000000000001, Nebraska
CES,"Mining and Logging, Seasonally adjusted",SMS31000001000000001, Nebraska
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS31000001500000001, Nebraska
CES,"Construction, Seasonally adjusted",SMS31000002000000001, Nebraska
CES,"Manufacturing, Seasonally adjusted",SMS31000003000000001, Nebraska
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS31000004000000001, Nebraska
CES,"Transportation, Warehousing, and Utilities, Seasonally adjusted",SMS31000004300000001, Nebraska
CES,"Information, Seasonally adjusted",SMS31000005000000001, Nebraska
CES,"Financial Activities, Seasonally adjusted",SMS31000005500000001, Nebraska
CES,"Professional and Business Services, Seasonally adjusted",SMS31000006000000001, Nebraska
CES,"Education and Health Services, Seasonally adjusted",SMS31000006500000001, Nebraska
CES,"Leisure and Hospitality, Seasonally adjusted",SMS31000007000000001, Nebraska
CES,"Other Services, Seasonally adjusted",SMS31000008000000001, Nebraska
CES,"Government, Seasonally adjusted",SMS31000009000000001, Nebraska
CES,"Total Nonfarm, Not seasonally adjusted",SMU31000000000000001, Nebraska
CES,"Mining and Logging, Not seasonally adjusted",SMU31000001000000001, Nebraska
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU31000001500000001, Nebraska
CES,"Construction, Not seasonally adjusted",SMU31000002000000001, Nebraska
CES,"Manufacturing, Not seasonally adjusted",SMU31000003000000001, Nebraska
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU31000004000000001, Nebraska
CES,"Information, Not seasonally adjusted",SMU31000005000000001, Nebraska
CES,"Financial Activities, Not seasonally adjusted",SMU31000005500000001, Nebraska
CES,"Professional and Business Services, Not seasonally adjusted",SMU31000006000000001, Nebraska
CES,"Education and Health Services, Not seasonally adjusted",SMU31000006500000001, Nebraska
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU31000007000000001, Nebraska
CES,"Other Services, Not seasonally adjusted",SMU31000008000000001, Nebraska
CES,"Government, Not seasonally adjusted",SMU31000009000000001, Nebraska
CES,"Information, Seasonally adjusted",SMS32000005000000001, Nevada
CES,"Financial Activities, Seasonally adjusted",SMS32000005500000001, Nevada
CES,"Professional and Business Services, Seasonally adjusted",SMS32000006000000001, Nevada
CES,"Education and Health Services, Seasonally adjusted",SMS32000006500000001, Nevada
CES,"Leisure and Hospitality, Seasonally adjusted",SMS32000007000000001, Nevada
CES,"Other Services, Seasonally adjusted",SMS32000008000000001, Nevada
CES,"Government, Seasonally adjusted",SMS32000009000000001, Nevada
CES,"Total Nonfarm, Seasonally adjusted",SMS32000000000000001, Nevada
CES,"Mining and Logging, Seasonally adjusted",SMS32000001000000001, Nevada
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS32000001500000001, Nevada
CES,"Construction, Seasonally adjusted",SMS32000002000000001, Nevada
CES,"Manufacturing, Seasonally adjusted",SMS32000003000000001, Nevada
CES,"Trade, Transportation, and Utilities, Seasonally adjusted",SMS32000004000000001, Nevada
CES,"Total Nonfarm, Not seasonally adjusted",SMU32000000000000001, Nevada
CES,"Mining and Logging, Not seasonally adjusted",SMU32000001000000001, Nevada
CES,"Mining, Logging, and Construction, Not seasonally adjusted",SMU32000001500000001, Nevada
CES,"Construction, Not seasonally adjusted",SMU32000002000000001, Nevada
CES,"Manufacturing, Not seasonally adjusted",SMU32000003000000001, Nevada
CES,"Trade, Transportation, and Utilities, Not seasonally adjusted",SMU32000004000000001, Nevada
CES,"Information, Not seasonally adjusted",SMU32000005000000001, Nevada
CES,"Financial Activities, Not seasonally adjusted",SMU32000005500000001, Nevada
CES,"Professional and Business Services, Not seasonally adjusted",SMU32000006000000001, Nevada
CES,"Education and Health Services, Not seasonally adjusted",SMU32000006500000001, Nevada
CES,"Leisure and Hospitality, Not seasonally adjusted",SMU32000007000000001, Nevada
CES,"Other Services, Not seasonally adjusted",SMU32000008000000001, Nevada
CES,"Government, Not seasonally adjusted",SMU32000009000000001, Nevada
CES,"Total Nonfarm, Seasonally adjusted",SMS33000000000000001, New Hampshire
CES,"Mining and Logging, Seasonally adjusted",SMS33000001000000001, New Hampshire
CES,"Mining, Logging, and Construction, Seasonally adjusted",SMS33000001500000001, New Hampshire
CES,"Construction, Seasonally adjusted",SMS33000002000000001, New Hampshire
CES,"Manufacturing, Seasonally adjusted",SMS33000003000000001, New Hampshire
