"seriesid","year","period","period_name","value","footnotes"
"WSU010",2011,"M10","October","0","[{}]"
"WSU010",2011,"M09","September","39.9","[{}]"
"WSU010",2011,"M08","August","46.3","[{}]"
"WSU010",2011,"M07","July","0","[{}]"
"WSU010",2011,"M06","June","5","[{}]"
"WSU010",2011,"M05","May","7.5","[{}]"
"WSU010",2011,"M04","April","1.5","[{}]"
"WSU010",2011,"M03","March","5.3","[{}]"
"WSU010",2011,"M02","February","0","[{}]"
"WSU010",2011,"M01","January","0","[{}]"
"WSU010",2010,"M12","December","1.1","[{}]"
"WSU010",2010,"M11","November","0","[{}]"
"WSU010",2010,"M10","October","1.5","[{}]"
"WSU010",2010,"M09","September","4.5","[{}]"
"WSU010",2010,"M08","August","0","[{}]"
"WSU010",2010,"M07","July","15","[{}]"
"WSU010",2010,"M06","June","13.8","[{}]"
"WSU010",2010,"M05","May","1.7","[{}]"
"WSU010",2010,"M04","April","5.4","[{}]"
"WSU010",2010,"M03","March","1.5","[{}]"
"WSU010",2010,"M02","February","0","[{}]"
"WSU010",2010,"M01","January","0","[{}]"
"WSU010",2009,"M12","December","0","[{}]"
"WSU010",2009,"M11","November","6.6","[{}]"
"WSU010",2009,"M10","October","0","[{}]"
"WSU010",2009,"M09","September","0","[{}]"
"WSU010",2009,"M08","August","1.9","[{}]"
"WSU010",2009,"M07","July","1.5","[{}]"
"WSU010",2009,"M06","June","2.5","[{}]"
"WSU010",2009,"M05","May","0","[{}]"
"WSU010",2009,"M04","April","0","[{}]"
"WSU010",2009,"M03","March","0","[{}]"
"WSU010",2009,"M02","February","0","[{}]"
"WSU010",2009,"M01","January","0","[{}]"
"WSU010",2008,"M12","December","0","[{}]"
"WSU010",2008,"M11","November","0","[{}]"
"WSU010",2008,"M10","October","6","[{}]"
"WSU010",2008,"M09","September","28.2","[{}]"
"WSU010",2008,"M08","August","7","[{}]"
"WSU010",2008,"M07","July","8.5","[{}]"
"WSU010",2008,"M06","June","4.2","[{}]"
"WSU010",2008,"M05","May","4.2","[{}]"
"WSU010",2008,"M04","April","2.3","[{}]"
"WSU010",2008,"M03","March","5.7","[{}]"
"WSU010",2008,"M02","February","6.1","[{}]"
"WSU010",2008,"M01","January","0","[{}]"
"WSU010",2007,"M12","December","6.5","[{}]"
"WSU010",2007,"M11","November","10.5","[{}]"
"WSU010",2007,"M10","October","41.7","[{}]"
"WSU010",2007,"M09","September","108.3","[{}]"
"WSU010",2007,"M08","August","1","[{}]"
"WSU010",2007,"M07","July","1.1","[{}]"
"WSU010",2007,"M06","June","4","[{}]"
"WSU010",2007,"M05","May","0","[{}]"
"WSU010",2007,"M04","April","5.5","[{}]"
"WSU010",2007,"M03","March","7.8","[{}]"
"WSU010",2007,"M02","February","2.8","[{}]"
"WSU010",2007,"M01","January","0","[{}]"
"WSU010",2006,"M12","December","0","[{}]"
"WSU010",2006,"M11","November","1.9","[{}]"
"WSU010",2006,"M10","October","15","[{}]"
"WSU010",2006,"M09","September","3.9","[{}]"
"WSU010",2006,"M08","August","19.6","[{}]"
"WSU010",2006,"M07","July","3","[{}]"
"WSU010",2006,"M06","June","10.8","[{}]"
"WSU010",2006,"M05","May","5","[{}]"
"WSU010",2006,"M04","April","3.1","[{}]"
"WSU010",2006,"M03","March","4.2","[{}]"
"WSU010",2006,"M02","February","3.6","[{}]"
"WSU010",2006,"M01","January","0","[{}]"
"WSU010",2005,"M12","December","35","[{}]"
"WSU010",2005,"M11","November","1.5","[{}]"
"WSU010",2005,"M10","October","5.3","[{}]"
"WSU010",2005,"M09","September","18.3","[{}]"
"WSU010",2005,"M08","August","4.2","[{}]"
"WSU010",2005,"M07","July","1.5","[{}]"
"WSU010",2005,"M06","June","5.5","[{}]"
"WSU010",2005,"M05","May","9.6","[{}]"
"WSU010",2005,"M04","April","12.8","[{}]"
"WSU010",2005,"M03","March","5.9","[{}]"
"WSU010",2005,"M02","February","0","[{}]"
"WSU010",2005,"M01","January","0","[{}]"
"WSU010",2004,"M12","December","9.8","[{}]"
"WSU010",2004,"M11","November","3.2","[{}]"
"WSU010",2004,"M10","October","10","[{}]"
"WSU010",2004,"M09","September","4.5","[{}]"
"WSU010",2004,"M08","August","3.7","[{}]"
"WSU010",2004,"M07","July","0","[{}]"
"WSU010",2004,"M06","June","27.6","[{}]"
"WSU010",2004,"M05","May","103","[{}]"
"WSU010",2004,"M04","April","0","[{}]"
"WSU010",2004,"M03","March","2.2","[{}]"
"WSU010",2004,"M02","February","6.7","[{}]"
"WSU010",2004,"M01","January","0","[{}]"
"WSU010",2003,"M12","December","0","[{}]"
"WSU010",2003,"M11","November","8","[{'code': '3', 'text': 'Reflects an increase in the number of workers idled by a work stoppage in effect'}]"
"WSU010",2003,"M10","October","82.2","[{}]"
"WSU010",2003,"M09","September","0","[{}]"
"WSU010",2003,"M08","August","8.2","[{}]"
"WSU010",2003,"M07","July","0","[{}]"
"WSU010",2003,"M06","June","4","[{}]"
"WSU010",2003,"M05","May","1.3","[{}]"
"WSU010",2003,"M04","April","4","[{}]"
"WSU010",2003,"M03","March","4","[{}]"
"WSU010",2003,"M02","February","0","[{}]"
"WSU010",2003,"M01","January","17.5","[{}]"
"WSU010",2002,"M12","December","1.4","[{}]"
"WSU010",2002,"M11","November","4.3","[{}]"
"WSU010",2002,"M10","October","1.2","[{}]"
"WSU010",2002,"M09","September","13.7","[{}]"
"WSU010",2002,"M08","August","3.5","[{}]"
"WSU010",2002,"M07","July","6.7","[{}]"
"WSU010",2002,"M06","June","1.5","[{}]"
"WSU010",2002,"M05","May","5.1","[{}]"
"WSU010",2002,"M04","April","4.1","[{}]"
"WSU010",2002,"M03","March","2.9","[{}]"
"WSU010",2002,"M02","February","1.5","[{}]"
"WSU010",2002,"M01","January","0","[{}]"
"WSU020",2021,"M12","December","14.3","[{}]"
"WSU020",2021,"M11","November","59.3","[{}]"
"WSU020",2021,"M10","October","20.3","[{}]"
"WSU020",2021,"M09","September","5.9","[{}]"
"WSU020",2021,"M08","August","3.9","[{}]"
"WSU020",2021,"M07","July","10.5","[{}]"
"WSU020",2021,"M06","June","9.1","[{}]"
"WSU020",2021,"M05","May","6.4","[{}]"
"WSU020",2021,"M04","April","12.3","[{}]"
"WSU020",2021,"M03","March","6.1","[{}]"
"WSU020",2021,"M02","February","1.8","[{}]"
"WSU020",2021,"M01","January","3.2","[{}]"
"WSU020",2020,"M12","December","3.4","[{}]"
"WSU020",2020,"M11","November","1.8","[{}]"
"WSU020",2020,"M10","October","4.8","[{}]"
"WSU020",2020,"M09","September","7.5","[{}]"
"WSU020",2020,"M08","August","6.1","[{}]"
"WSU020",2020,"M07","July","7.9","[{}]"
"WSU020",2020,"M06","June","7.9","[{}]"
"WSU020",2020,"M05","May","3.6","[{}]"
"WSU020",2020,"M04","April","3.6","[{}]"
"WSU020",2020,"M03","March","8.2","[{}]"
"WSU020",2020,"M02","February","3.6","[{}]"
"WSU020",2020,"M01","January","11.4","[{}]"
"WSU020",2019,"M12","December","10","[{}]"
"WSU020",2019,"M11","November","28.6","[{}]"
"WSU020",2019,"M10","October","85.1","[{}]"
"WSU020",2019,"M09","September","54.3","[{}]"
"WSU020",2019,"M08","August","23.6","[{}]"
"WSU020",2019,"M07","July","1.8","[{}]"
"WSU020",2019,"M06","June","3.8","[{}]"
"WSU020",2019,"M05","May","160.8","[{}]"
"WSU020",2019,"M04","April","61.1","[{}]"
"WSU020",2019,"M03","March","37.8","[{}]"
"WSU020",2019,"M02","February","69","[{}]"
"WSU020",2019,"M01","January","36","[{}]"
"WSU020",2018,"M12","December","8.9","[{}]"
"WSU020",2018,"M11","November","7.7","[{}]"
"WSU020",2018,"M10","October","25","[{}]"
"WSU020",2018,"M09","September","16.9","[{}]"
"WSU020",2018,"M08","August","8","[{}]"
"WSU020",2018,"M07","July","7.2","[{}]"
"WSU020",2018,"M06","June","12.7","[{}]"
"WSU020",2018,"M05","May","258.8","[{}]"
"WSU020",2018,"M04","April","216.8","[{}]"
"WSU020",2018,"M03","March","42","[{}]"
"WSU020",2018,"M02","February","36.8","[{}]"
"WSU020",2018,"M01","January","1.8","[{}]"
"WSU020",2017,"M12","December","4.7","[{}]"
"WSU020",2017,"M11","November","1.8","[{}]"
"WSU020",2017,"M10","October","1.8","[{}]"
"WSU020",2017,"M09","September","5.8","[{}]"
"WSU020",2017,"M08","August","3.5","[{}]"
"WSU020",2017,"M07","July","3","[{}]"
"WSU020",2017,"M06","June","1.8","[{}]"
"WSU020",2017,"M05","May","1.8","[{}]"
"WSU020",2017,"M04","April","1.8","[{}]"
"WSU020",2017,"M03","March","15","[{}]"
"WSU020",2017,"M02","February","0","[{}]"
"WSU020",2017,"M01","January","2.2","[{}]"
"WSU020",2016,"M12","December","0","[{}]"
"WSU020",2016,"M11","November","5.2","[{}]"
"WSU020",2016,"M10","October","11","[{}]"
"WSU020",2016,"M09","September","7.3","[{}]"
"WSU020",2016,"M08","August","0","[{}]"
"WSU020",2016,"M07","July","2.6","[{}]"
"WSU020",2016,"M06","June","6.1","[{}]"
"WSU020",2016,"M05","May","39.7","[{}]"
"WSU020",2016,"M04","April","63.5","[{}]"
"WSU020",2016,"M03","March","1.2","[{}]"
"WSU020",2016,"M02","February","6.4","[{}]"
"WSU020",2016,"M01","January","3.2","[{}]"
"WSU020",2015,"M12","December","7.5","[{}]"
"WSU020",2015,"M11","November","8.1","[{}]"
"WSU020",2015,"M10","October","3.4","[{}]"
"WSU020",2015,"M09","September","9.5","[{}]"
"WSU020",2015,"M08","August","3.4","[{}]"
"WSU020",2015,"M07","July","0","[{}]"
"WSU020",2015,"M06","June","2.3","[{}]"
"WSU020",2015,"M05","May","18.3","[{}]"
"WSU020",2015,"M04","April","6.8","[{}]"
"WSU020",2015,"M03","March","6.6","[{}]"
"WSU020",2015,"M02","February","8.3","[{}]"
"WSU020",2015,"M01","January","5.2","[{}]"
"WSU020",2014,"M12","December","4.6","[{}]"
"WSU020",2014,"M11","November","21.8","[{}]"
"WSU020",2014,"M10","October","4.2","[{}]"
"WSU020",2014,"M09","September","1.3","[{}]"
"WSU020",2014,"M08","August","1","[{}]"
"WSU020",2014,"M07","July","0","[{}]"
"WSU020",2014,"M06","June","0","[{}]"
"WSU020",2014,"M05","May","3","[{}]"
"WSU020",2014,"M04","April","5","[{}]"
"WSU020",2014,"M03","March","0","[{}]"
"WSU020",2014,"M02","February","1.1","[{}]"
"WSU020",2014,"M01","January","0","[{}]"
"WSU020",2013,"M12","December","3.8","[{}]"
"WSU020",2013,"M11","November","3.1","[{}]"
"WSU020",2013,"M10","October","6.8","[{}]"
"WSU020",2013,"M09","September","2.6","[{}]"
"WSU020",2013,"M08","August","0","[{}]"
"WSU020",2013,"M07","July","4.9","[{}]"
"WSU020",2013,"M06","June","0","[{}]"
"WSU020",2013,"M05","May","24.3","[{}]"
"WSU020",2013,"M04","April","0","[{}]"
"WSU020",2013,"M03","March","0","[{}]"
"WSU020",2013,"M02","February","10","[{}]"
"WSU020",2013,"M01","January","8","[{}]"
"WSU020",2012,"M12","December","14.2","[{}]"
"WSU020",2012,"M11","November","27.5","[{}]"
"WSU020",2012,"M10","October","1.3","[{}]"
"WSU020",2012,"M09","September","27.8","[{}]"
"WSU020",2012,"M08","August","22.5","[{}]"
"WSU020",2012,"M07","July","13","[{}]"
"WSU020",2012,"M06","June","23.4","[{}]"
"WSU020",2012,"M05","May","9.4","[{}]"
"WSU020",2012,"M04","April","4.9","[{}]"
"WSU020",2012,"M03","March","3.2","[{}]"
"WSU020",2012,"M02","February","2.3","[{}]"
"WSU020",2012,"M01","January","28.9","[{}]"
"WSU020",2011,"M12","December","8.3","[{}]"
"WSU020",2011,"M11","November","2.3","[{}]"
"WSU020",2011,"M10","October","1.3","[{}]"
"WSU020",2011,"M09","September","41.2","[{}]"
"WSU020",2011,"M08","August","46.3","[{}]"
"WSU020",2011,"M07","July","5.4","[{}]"
"WSU020",2011,"M06","June","6.9","[{}]"
"WSU020",2011,"M05","May","9.4","[{}]"
"WSU020",2011,"M04","April","3.4","[{}]"
"WSU020",2011,"M03","March","5.3","[{}]"
"WSU020",2011,"M02","February","0","[{}]"
"WSU020",2011,"M01","January","0","[{}]"
"WSU020",2010,"M12","December","1.1","[{}]"
"WSU020",2010,"M11","November","0","[{}]"
"WSU020",2010,"M10","October","1.5","[{}]"
"WSU020",2010,"M09","September","4.5","[{}]"
"WSU020",2010,"M08","August","0","[{}]"
"WSU020",2010,"M07","July","15","[{}]"
"WSU020",2010,"M06","June","15.5","[{}]"
"WSU020",2010,"M05","May","1.7","[{}]"
"WSU020",2010,"M04","April","6.9","[{}]"
"WSU020",2010,"M03","March","1.5","[{}]"
"WSU020",2010,"M02","February","0","[{}]"
"WSU020",2010,"M01","January","0","[{}]"
"WSU020",2009,"M12","December","0","[{}]"
"WSU020",2009,"M11","November","6.6","[{}]"
"WSU020",2009,"M10","October","0","[{}]"
"WSU020",2009,"M09","September","1.9","[{}]"
"WSU020",2009,"M08","August","1.9","[{}]"
"WSU020",2009,"M07","July","4","[{}]"
"WSU020",2009,"M06","June","2.5","[{}]"
"WSU020",2009,"M05","May","0","[{}]"
"WSU020",2009,"M04","April","0","[{}]"
"WSU020",2009,"M03","March","0","[{}]"
"WSU020",2009,"M02","February","0","[{}]"
"WSU020",2009,"M01","January","0","[{}]"
"WSU020",2008,"M12","December","0","[{}]"
"WSU020",2008,"M11","November","0","[{}]"
"WSU020",2008,"M10","October","33","[{}]"
"WSU020",2008,"M09","September","28.2","[{}]"
"WSU020",2008,"M08","August","7","[{}]"
"WSU020",2008,"M07","July","8.5","[{}]"
"WSU020",2008,"M06","June","4.2","[{}]"
"WSU020",2008,"M05","May","10.1","[{}]"
"WSU020",2008,"M04","April","5.9","[{}]"
"WSU020",2008,"M03","March","11.8","[{}]"
"WSU020",2008,"M02","February","16.6","[{}]"
"WSU020",2008,"M01","January","10.5","[{}]"
"WSU020",2007,"M12","December","20.7","[{}]"
"WSU020",2007,"M11","November","14.2","[{}]"
"WSU020",2007,"M10","October","41.7","[{}]"
"WSU020",2007,"M09","September","108.3","[{}]"
"WSU020",2007,"M08","August","1","[{}]"
"WSU020",2007,"M07","July","1.1","[{}]"
"WSU020",2007,"M06","June","4","[{}]"
"WSU020",2007,"M05","May","0","[{}]"
"WSU020",2007,"M04","April","12","[{}]"
"WSU020",2007,"M03","March","9.6","[{}]"
"WSU020",2007,"M02","February","4.6","[{}]"
"WSU020",2007,"M01","January","3.7","[{}]"
"WSU020",2006,"M12","December","16.3","[{}]"
"WSU020",2006,"M11","November","20.6","[{}]"
"WSU020",2006,"M10","October","19.9","[{}]"
"WSU020",2006,"M09","September","22.2","[{}]"
"WSU020",2006,"M08","August","25.8","[{}]"
"WSU020",2006,"M07","July","10.4","[{}]"
"WSU020",2006,"M06","June","18.2","[{}]"
"WSU020",2006,"M05","May","13.9","[{}]"
"WSU020",2006,"M04","April","14.2","[{}]"
"WSU020",2006,"M03","March","12.9","[{}]"
"WSU020",2006,"M02","February","10.1","[{}]"
"WSU020",2006,"M01","January","6.5","[{}]"
"WSU020",2005,"M12","December","41.5","[{}]"
"WSU020",2005,"M11","November","13.8","[{}]"
"WSU020",2005,"M10","October","12.3","[{}]"
"WSU020",2005,"M09","September","25.3","[{}]"
"WSU020",2005,"M08","August","6.6","[{}]"
"WSU020",2005,"M07","July","3.9","[{}]"
"WSU020",2005,"M06","June","12.8","[{}]"
"WSU020",2005,"M05","May","13.9","[{}]"
"WSU020",2005,"M04","April","17","[{}]"
"WSU020",2005,"M03","March","8.5","[{}]"
"WSU020",2005,"M02","February","2.6","[{}]"
"WSU020",2005,"M01","January","2.5","[{}]"
"WSU020",2004,"M12","December","11","[{}]"
"WSU020",2004,"M11","November","17.3","[{}]"
"WSU020",2004,"M10","October","16.1","[{}]"
"WSU020",2004,"M09","September","6.5","[{}]"
"WSU020",2004,"M08","August","3.7","[{}]"
"WSU020",2004,"M07","July","1.6","[{}]"
"WSU020",2004,"M06","June","28.6","[{}]"
"WSU020",2004,"M05","May","103","[{}]"
"WSU020",2004,"M04","April","2.2","[{}]"
"WSU020",2004,"M03","March","2.2","[{}]"
"WSU020",2004,"M02","February","66.7","[{}]"
"WSU020",2004,"M01","January","61.3","[{}]"
"WSU020",2003,"M12","December","70.5","[{}]"
"WSU020",2003,"M11","November","76.7","[{}]"
"WSU020",2003,"M10","October","82.2","[{}]"
"WSU020",2003,"M09","September","3.2","[{}]"
"WSU020",2003,"M08","August","8.2","[{}]"
"WSU020",2003,"M07","July","4","[{}]"
"WSU020",2003,"M06","June","4","[{}]"
"WSU020",2003,"M05","May","1.3","[{}]"
"WSU020",2003,"M04","April","4","[{}]"
"WSU020",2003,"M03","March","4","[{}]"
"WSU020",2003,"M02","February","0","[{}]"
"WSU020",2003,"M01","January","18.8","[{}]"
"WSU020",2002,"M12","December","1.4","[{}]"
"WSU020",2002,"M11","November","4.3","[{}]"
"WSU020",2002,"M10","October","13.5","[{}]"
"WSU020",2002,"M09","September","13.7","[{}]"
"WSU020",2002,"M08","August","6.2","[{}]"
"WSU020",2002,"M07","July","8.2","[{}]"
"WSU020",2002,"M06","June","5.3","[{}]"
"WSU020",2002,"M05","May","9.2","[{}]"
"WSU020",2002,"M04","April","7","[{}]"
"WSU020",2002,"M03","March","2.9","[{}]"
"WSU020",2002,"M02","February","2.5","[{}]"
"WSU020",2002,"M01","January","1","[{}]"
"WSU001",2021,"M12","December","151.9","[{}]"
"WSU001",2021,"M11","November","314","[{}]"
"WSU001",2021,"M10","October","261","[{}]"
"WSU001",2021,"M09","September","94.9","[{}]"
"WSU001",2021,"M08","August","72.8","[{}]"
"WSU001",2021,"M07","July","114.2","[{}]"
"WSU001",2021,"M06","June","142.6","[{}]"
"WSU001",2021,"M05","May","106","[{}]"
"WSU001",2021,"M04","April","138.4","[{}]"
"WSU001",2021,"M03","March","83","[{}]"
"WSU001",2021,"M02","February","34.2","[{}]"
"WSU001",2021,"M01","January","39.8","[{}]"
"WSU001",2020,"M12","December","41.2","[{}]"
"WSU001",2020,"M11","November","34.2","[{}]"
"WSU001",2020,"M10","October","46.8","[{}]"
"WSU001",2020,"M09","September","83.5","[{}]"
"WSU001",2020,"M08","August","102.3","[{}]"
"WSU001",2020,"M07","July","137.8","[{}]"
"WSU001",2020,"M06","June","109.3","[{}]"
"WSU001",2020,"M05","May","72","[{}]"
"WSU001",2020,"M04","April","79.2","[{}]"
"WSU001",2020,"M03","March","92","[{}]"
"WSU001",2020,"M02","February","68.4","[{}]"
"WSU001",2020,"M01","January","99","[{}]"
"WSU001",2019,"M12","December","143.6","[{}]"
"WSU001",2019,"M11","November","93.4","[{}]"
"WSU001",2019,"M10","October","1271","[{}]"
"WSU001",2019,"M09","September","561.5","[{}]"
"WSU001",2019,"M08","August","86.8","[{}]"
"WSU001",2019,"M07","July","39.6","[{}]"
"WSU001",2019,"M06","June","36","[{}]"
"WSU001",2019,"M05","May","232.6","[{}]"
"WSU001",2019,"M04","April","290.5","[{}]"
"WSU001",2019,"M03","March","91.8","[{}]"
"WSU001",2019,"M02","February","160.5","[{}]"
"WSU001",2019,"M01","January","237","[{}]"
"WSU001",2018,"M12","December","81.9","[{}]"
"WSU001",2018,"M11","November","154","[{}]"
"WSU001",2018,"M10","October","234","[{}]"
"WSU001",2018,"M09","September","194.8","[{}]"
"WSU001",2018,"M08","August","114","[{}]"
"WSU001",2018,"M07","July","78.6","[{}]"
"WSU001",2018,"M06","June","72.9","[{}]"
"WSU001",2018,"M05","May","564.6","[{}]"
"WSU001",2018,"M04","April","863.8","[{}]"
"WSU001",2018,"M03","March","204.4","[{}]"
"WSU001",2018,"M02","February","212.8","[{}]"
"WSU001",2018,"M01","January","37.8","[{}]"
"WSU001",2017,"M12","December","50.5","[{}]"
"WSU001",2017,"M11","November","36","[{}]"
"WSU001",2017,"M10","October","37.8","[{}]"
"WSU001",2017,"M09","September","57.6","[{}]"
"WSU001",2017,"M08","August","80.5","[{}]"
"WSU001",2017,"M07","July","39.6","[{}]"
"WSU001",2017,"M06","June","39.6","[{}]"
"WSU001",2017,"M05","May","39.6","[{}]"
"WSU001",2017,"M04","April","36","[{}]"
"WSU001",2017,"M03","March","20.4","[{}]"
"WSU001",2017,"M02","February","0","[{}]"
"WSU001",2017,"M01","January","2.2","[{}]"
"WSU001",2016,"M12","December","0","[{}]"
"WSU001",2016,"M11","November","26","[{}]"
"WSU001",2016,"M10","October","59.2","[{}]"
"WSU001",2016,"M09","September","96.5","[{}]"
"WSU001",2016,"M08","August","0","[{}]"
"WSU001",2016,"M07","July","7.8","[{}]"
"WSU001",2016,"M06","June","26.6","[{}]"
"WSU001",2016,"M05","May","739.8","[{}]"
"WSU001",2016,"M04","April","501.5","[{}]"
"WSU001",2016,"M03","March","6","[{}]"
"WSU001",2016,"M02","February","37.2","[{}]"
"WSU001",2016,"M01","January","42.8","[{}]"
"WSU001",2015,"M12","December","74.7","[{}]"
"WSU001",2015,"M11","November","68.4","[{}]"
"WSU001",2015,"M10","October","48.6","[{}]"
"WSU001",2015,"M09","September","105.2","[{}]"
"WSU001",2015,"M08","August","25.4","[{}]"
"WSU001",2015,"M07","July","0","[{}]"
"WSU001",2015,"M06","June","19.9","[{}]"
"WSU001",2015,"M05","May","57.2","[{}]"
"WSU001",2015,"M04","April","69.8","[{}]"
"WSU001",2015,"M03","March","98.4","[{}]"
"WSU001",2015,"M02","February","120.9","[{}]"
"WSU001",2015,"M01","January","51.5","[{}]"
"WSU001",2014,"M12","December","52.7","[{}]"
"WSU001",2014,"M11","November","50.7","[{}]"
"WSU001",2014,"M10","October","64.8","[{}]"
"WSU001",2014,"M09","September","7.8","[{}]"
"WSU001",2014,"M08","August","1","[{}]"
"WSU001",2014,"M07","July","0","[{}]"
"WSU001",2014,"M06","June","0","[{}]"
"WSU001",2014,"M05","May","6","[{}]"
"WSU001",2014,"M04","April","15","[{}]"
"WSU001",2014,"M03","March","0","[{}]"
"WSU001",2014,"M02","February","2.2","[{}]"
"WSU001",2014,"M01","January","0","[{}]"
"WSU001",2013,"M12","December","10.9","[{}]"
"WSU001",2013,"M11","November","11.1","[{}]"
"WSU001",2013,"M10","October","13.1","[{}]"
"WSU001",2013,"M09","September","2.6","[{}]"
"WSU001",2013,"M08","August","0","[{}]"
"WSU001",2013,"M07","July","12.1","[{}]"
"WSU001",2013,"M06","June","0","[{}]"
"WSU001",2013,"M05","May","62.1","[{}]"
"WSU001",2013,"M04","April","0","[{}]"
