"seriesid","series","state","survey","is_adjusted"
"SMU22000008000000001","Other Services","Louisiana","CES",False
"SMU22000009000000001","Government","Louisiana","CES",False
"SMS23000000000000001","Total Nonfarm","Maine","CES",True
"SMS23000001000000001","Mining and Logging","Maine","CES",True
"SMS23000001500000001","Mining, Logging, and Construction","Maine","CES",True
"SMS23000002000000001","Construction","Maine","CES",True
"SMS23000003000000001","Manufacturing","Maine","CES",True
"SMS23000004000000001","Trade, Transportation, and Utilities","Maine","CES",True
"SMS23000005000000001","Information","Maine","CES",True
"SMS23000005500000001","Financial Activities","Maine","CES",True
"SMS23000006000000001","Professional and Business Services","Maine","CES",True
"SMS23000006500000001","Education and Health Services","Maine","CES",True
"SMS23000007000000001","Leisure and Hospitality","Maine","CES",True
"SMS23000009000000001","Government","Maine","CES",True
"SMU23000000000000001","Total Nonfarm","Maine","CES",False
"SMU23000001000000001","Mining and Logging","Maine","CES",False
"SMU23000001500000001","Mining, Logging, and Construction","Maine","CES",False
"SMU23000002000000001","Construction","Maine","CES",False
"SMU23000003000000001","Manufacturing","Maine","CES",False
"SMU23000004000000001","Trade, Transportation, and Utilities","Maine","CES",False
"SMU23000005000000001","Information","Maine","CES",False
"SMU23000005500000001","Financial Activities","Maine","CES",False
"SMU23000006000000001","Professional and Business Services","Maine","CES",False
"SMU23000006500000001","Education and Health Services","Maine","CES",False
"SMU23000007000000001","Leisure and Hospitality","Maine","CES",False
"SMU23000008000000001","Other Services","Maine","CES",False
"SMU23000009000000001","Government","Maine","CES",False
"SMS24000000000000001","Total Nonfarm","Maryland","CES",True
"SMS24000001000000001","Mining and Logging","Maryland","CES",True
"SMS24000001500000001","Mining, Logging, and Construction","Maryland","CES",True
"SMS24000002000000001","Construction","Maryland","CES",True
"SMS24000003000000001","Manufacturing","Maryland","CES",True
"SMS24000004000000001","Trade, Transportation, and Utilities","Maryland","CES",True
"SMS24000005000000001","Information","Maryland","CES",True
"SMS24000005500000001","Financial Activities","Maryland","CES",True
"SMS24000006000000001","Professional and Business Services","Maryland","CES",True
"SMS24000006500000001","Education and Health Services","Maryland","CES",True
"SMS24000007000000001","Leisure and Hospitality","Maryland","CES",True
"SMS24000008000000001","Other Services","Maryland","CES",True
"SMS24000009000000001","Government","Maryland","CES",True
"SMU24000000000000001","Total Nonfarm","Maryland","CES",False
"SMU24000001000000001","Mining and Logging","Maryland","CES",False
"SMU24000001500000001","Mining, Logging, and Construction","Maryland","CES",False
"SMU24000002000000001","Construction","Maryland","CES",False
"SMU24000003000000001","Manufacturing","Maryland","CES",False
"SMU24000004000000001","Trade, Transportation, and Utilities","Maryland","CES",False
"SMU24000005000000001","Information","Maryland","CES",False
"SMU24000005500000001","Financial Activities","Maryland","CES",False
"SMU24000006000000001","Professional and Business Services","Maryland","CES",False
"SMU24000006500000001","Education and Health Services","Maryland","CES",False
"SMU24000007000000001","Leisure and Hospitality","Maryland","CES",False
"SMU24000008000000001","Other Services","Maryland","CES",False
"SMU24000009000000001","Government","Maryland","CES",False
"SMS25000000000000001","Total Nonfarm","Massachusetts","CES",True
"SMS25000001000000001","Mining and Logging","Massachusetts","CES",True
"SMS25000006000000001","Professional and Business Services","Massachusetts","CES",True
"SMS25000006500000001","Education and Health Services","Massachusetts","CES",True
"SMS25000007000000001","Leisure and Hospitality","Massachusetts","CES",True
"SMS25000008000000001","Other Services","Massachusetts","CES",True
"SMS25000009000000001","Government","Massachusetts","CES",True
"SMU25000000000000001","Total Nonfarm","Massachusetts","CES",False
"SMU25000001000000001","Mining and Logging","Massachusetts","CES",False
"SMU25000001500000001","Mining, Logging, and Construction","Massachusetts","CES",False
"SMU25000002000000001","Construction","Massachusetts","CES",False
"SMU25000003000000001","Manufacturing","Massachusetts","CES",False
"SMU25000004000000001","Trade, Transportation, and Utilities","Massachusetts","CES",False
"SMU25000005000000001","Information","Massachusetts","CES",False
"SMU25000005500000001","Financial Activities","Massachusetts","CES",False
"SMU25000006000000001","Professional and Business Services","Massachusetts","CES",False
"SMU25000006500000001","Education and Health Services","Massachusetts","CES",False
"SMU25000007000000001","Leisure and Hospitality","Massachusetts","CES",False
"SMU25000008000000001","Other Services","Massachusetts","CES",False
"SMU25000009000000001","Government","Massachusetts","CES",False
"SMS25000001500000001","Mining, Logging, and Construction","Massachusetts","CES",True
"SMS25000002000000001","Construction","Massachusetts","CES",True
"SMS25000003000000001","Manufacturing","Massachusetts","CES",True
"SMS25000004000000001","Trade, Transportation, and Utilities","Massachusetts","CES",True
"SMS25000005000000001","Information","Massachusetts","CES",True
"SMS25000005500000001","Financial Activities","Massachusetts","CES",True
"SMU26000005000000001","Information","Michigan","CES",False
"SMS26000000000000001","Total Nonfarm","Michigan","CES",True
"SMS26000001000000001","Mining and Logging","Michigan","CES",True
"SMS26000001500000001","Mining, Logging, and Construction","Michigan","CES",True
"SMS26000002000000001","Construction","Michigan","CES",True
"SMS26000003000000001","Manufacturing","Michigan","CES",True
"SMS26000004000000001","Trade, Transportation, and Utilities","Michigan","CES",True
"SMS26000005000000001","Information","Michigan","CES",True
"SMS26000005500000001","Financial Activities","Michigan","CES",True
"SMS26000006000000001","Professional and Business Services","Michigan","CES",True
"SMS26000006500000001","Education and Health Services","Michigan","CES",True
"SMS26000007000000001","Leisure and Hospitality","Michigan","CES",True
"SMS26000008000000001","Other Services","Michigan","CES",True
"SMS26000009000000001","Government","Michigan","CES",True
"SMU26000000000000001","Total Nonfarm","Michigan","CES",False
"SMU26000001000000001","Mining and Logging","Michigan","CES",False
"SMU26000001500000001","Mining, Logging, and Construction","Michigan","CES",False
"SMU26000002000000001","Construction","Michigan","CES",False
"SMU26000003000000001","Manufacturing","Michigan","CES",False
"SMU26000004000000001","Trade, Transportation, and Utilities","Michigan","CES",False
"SMU26000005500000001","Financial Activities","Michigan","CES",False
"SMU26000006000000001","Professional and Business Services","Michigan","CES",False
"SMU26000006500000001","Education and Health Services","Michigan","CES",False
"SMU26000007000000001","Leisure and Hospitality","Michigan","CES",False
"SMU26000008000000001","Other Services","Michigan","CES",False
"SMU26000009000000001","Government","Michigan","CES",False
"SMS27000000000000001","Total Nonfarm","Minnesota","CES",True
"SMS27000001000000001","Mining and Logging","Minnesota","CES",True
"SMS27000001500000001","Mining, Logging, and Construction","Minnesota","CES",True
"SMS27000002000000001","Construction","Minnesota","CES",True
"SMS27000003000000001","Manufacturing","Minnesota","CES",True
"SMS27000004000000001","Trade, Transportation, and Utilities","Minnesota","CES",True
"SMS27000005000000001","Information","Minnesota","CES",True
"SMS27000005500000001","Financial Activities","Minnesota","CES",True
"SMS27000006000000001","Professional and Business Services","Minnesota","CES",True
"SMS27000006500000001","Education and Health Services","Minnesota","CES",True
"SMS27000007000000001","Leisure and Hospitality","Minnesota","CES",True
"SMS27000008000000001","Other Services","Minnesota","CES",True
"SMS27000009000000001","Government","Minnesota","CES",True
"SMU27000000000000001","Total Nonfarm","Minnesota","CES",False
"SMU27000001000000001","Mining and Logging","Minnesota","CES",False
"SMU27000001500000001","Mining, Logging, and Construction","Minnesota","CES",False
"SMU27000002000000001","Construction","Minnesota","CES",False
"SMU27000003000000001","Manufacturing","Minnesota","CES",False
"SMU27000004000000001","Trade, Transportation, and Utilities","Minnesota","CES",False
"SMU27000005000000001","Information","Minnesota","CES",False
"SMU27000005500000001","Financial Activities","Minnesota","CES",False
"SMU27000006000000001","Professional and Business Services","Minnesota","CES",False
"SMU27000006500000001","Education and Health Services","Minnesota","CES",False
"SMU27000007000000001","Leisure and Hospitality","Minnesota","CES",False
"SMU27000008000000001","Other Services","Minnesota","CES",False
"SMU27000009000000001","Government","Minnesota","CES",False
"SMS28000000000000001","Total Nonfarm","Mississippi","CES",True
"SMS28000001000000001","Mining and Logging","Mississippi","CES",True
"SMS28000001500000001","Mining, Logging, and Construction","Mississippi","CES",True
"SMS28000002000000001","Construction","Mississippi","CES",True
"SMS28000003000000001","Manufacturing","Mississippi","CES",True
"SMS28000004000000001","Trade, Transportation, and Utilities","Mississippi","CES",True
"SMS28000005000000001","Information","Mississippi","CES",True
"SMS28000005500000001","Financial Activities","Mississippi","CES",True
"SMS28000006000000001","Professional and Business Services","Mississippi","CES",True
"SMS28000006500000001","Education and Health Services","Mississippi","CES",True
"SMS28000007000000001","Leisure and Hospitality","Mississippi","CES",True
"SMS28000008000000001","Other Services","Mississippi","CES",True
"SMS28000009000000001","Government","Mississippi","CES",True
"SMU28000000000000001","Total Nonfarm","Mississippi","CES",False
"SMU28000001000000001","Mining and Logging","Mississippi","CES",False
"SMU28000001500000001","Mining, Logging, and Construction","Mississippi","CES",False
"SMU28000002000000001","Construction","Mississippi","CES",False
"SMU28000003000000001","Manufacturing","Mississippi","CES",False
"SMU28000004000000001","Trade, Transportation, and Utilities","Mississippi","CES",False
"SMU28000005000000001","Information","Mississippi","CES",False
"SMU28000005500000001","Financial Activities","Mississippi","CES",False
"SMU28000006000000001","Professional and Business Services","Mississippi","CES",False
"SMU28000006500000001","Education and Health Services","Mississippi","CES",False
"SMU28000007000000001","Leisure and Hospitality","Mississippi","CES",False
"SMU28000008000000001","Other Services","Mississippi","CES",False
"SMU28000009000000001","Government","Mississippi","CES",False
"SMS29000000000000001","Total Nonfarm","Missouri","CES",True
"SMS29000001000000001","Mining and Logging","Missouri","CES",True
"SMS29000001500000001","Mining, Logging, and Construction","Missouri","CES",True
"SMS29000002000000001","Construction","Missouri","CES",True
"SMS29000003000000001","Manufacturing","Missouri","CES",True
"SMS29000004000000001","Trade, Transportation, and Utilities","Missouri","CES",True
"SMS29000005500000001","Financial Activities","Missouri","CES",True
"SMS29000006000000001","Professional and Business Services","Missouri","CES",True
"SMS29000006500000001","Education and Health Services","Missouri","CES",True
"SMS29000007000000001","Leisure and Hospitality","Missouri","CES",True
"SMS29000009000000001","Government","Missouri","CES",True
"SMU29000000000000001","Total Nonfarm","Missouri","CES",False
"SMU29000001000000001","Mining and Logging","Missouri","CES",False
"SMU29000001500000001","Mining, Logging, and Construction","Missouri","CES",False
"SMU29000002000000001","Construction","Missouri","CES",False
"SMU29000003000000001","Manufacturing","Missouri","CES",False
"SMU29000004000000001","Trade, Transportation, and Utilities","Missouri","CES",False
"SMU29000005000000001","Information","Missouri","CES",False
"SMU29000005500000001","Financial Activities","Missouri","CES",False
"SMU29000006000000001","Professional and Business Services","Missouri","CES",False
"SMU29000006500000001","Education and Health Services","Missouri","CES",False
"SMU29000007000000001","Leisure and Hospitality","Missouri","CES",False
"SMU29000008000000001","Other Services","Missouri","CES",False
"SMU29000009000000001","Government","Missouri","CES",False
"SMS30000000000000001","Total Nonfarm","Montana","CES",True
"SMS30000001000000001","Mining and Logging","Montana","CES",True
"SMS30000001500000001","Mining, Logging, and Construction","Montana","CES",True
"SMS30000002000000001","Construction","Montana","CES",True
"SMS30000003000000001","Manufacturing","Montana","CES",True
"SMS30000004000000001","Trade, Transportation, and Utilities","Montana","CES",True
"SMS30000005500000001","Financial Activities","Montana","CES",True
"SMS30000006000000001","Professional and Business Services","Montana","CES",True
"SMS30000006500000001","Education and Health Services","Montana","CES",True
"SMS30000007000000001","Leisure and Hospitality","Montana","CES",True
"SMS30000008000000001","Other Services","Montana","CES",True
"SMS30000009000000001","Government","Montana","CES",True
"SMU30000000000000001","Total Nonfarm","Montana","CES",False
"SMU30000001000000001","Mining and Logging","Montana","CES",False
"SMU30000001500000001","Mining, Logging, and Construction","Montana","CES",False
"SMU30000002000000001","Construction","Montana","CES",False
"SMU30000003000000001","Manufacturing","Montana","CES",False
"SMU30000004000000001","Trade, Transportation, and Utilities","Montana","CES",False
"SMU30000005000000001","Information","Montana","CES",False
"SMU30000005500000001","Financial Activities","Montana","CES",False
"SMU30000006000000001","Professional and Business Services","Montana","CES",False
"SMU30000006500000001","Education and Health Services","Montana","CES",False
"SMU30000007000000001","Leisure and Hospitality","Montana","CES",False
"SMU30000008000000001","Other Services","Montana","CES",False
"SMU30000009000000001","Government","Montana","CES",False
"SMS31000000000000001","Total Nonfarm","Nebraska","CES",True
"SMS31000001000000001","Mining and Logging","Nebraska","CES",True
"SMS31000001500000001","Mining, Logging, and Construction","Nebraska","CES",True
"SMS31000002000000001","Construction","Nebraska","CES",True
"SMS31000003000000001","Manufacturing","Nebraska","CES",True
"SMS31000004000000001","Trade, Transportation, and Utilities","Nebraska","CES",True
"SMS31000004300000001","Transportation, Warehousing, and Utilities","Nebraska","CES",True
"SMS31000005000000001","Information","Nebraska","CES",True
"SMS31000005500000001","Financial Activities","Nebraska","CES",True
"SMS31000006000000001","Professional and Business Services","Nebraska","CES",True
"SMS31000006500000001","Education and Health Services","Nebraska","CES",True
"SMS31000007000000001","Leisure and Hospitality","Nebraska","CES",True
"SMS31000008000000001","Other Services","Nebraska","CES",True
"SMS31000009000000001","Government","Nebraska","CES",True
"SMU31000000000000001","Total Nonfarm","Nebraska","CES",False
"SMU31000001000000001","Mining and Logging","Nebraska","CES",False
"SMU31000001500000001","Mining, Logging, and Construction","Nebraska","CES",False
"SMU31000002000000001","Construction","Nebraska","CES",False
"SMU31000003000000001","Manufacturing","Nebraska","CES",False
"SMU31000004000000001","Trade, Transportation, and Utilities","Nebraska","CES",False
"SMU31000005000000001","Information","Nebraska","CES",False
"SMU31000005500000001","Financial Activities","Nebraska","CES",False
"SMU31000006000000001","Professional and Business Services","Nebraska","CES",False
"SMU31000006500000001","Education and Health Services","Nebraska","CES",False
"SMU31000007000000001","Leisure and Hospitality","Nebraska","CES",False
"SMU31000008000000001","Other Services","Nebraska","CES",False
"SMU31000009000000001","Government","Nebraska","CES",False
"SMS32000005000000001","Information","Nevada","CES",True
"SMS32000005500000001","Financial Activities","Nevada","CES",True
"SMS32000006000000001","Professional and Business Services","Nevada","CES",True
"SMS32000006500000001","Education and Health Services","Nevada","CES",True
"SMS32000007000000001","Leisure and Hospitality","Nevada","CES",True
"SMS32000008000000001","Other Services","Nevada","CES",True
"SMS32000009000000001","Government","Nevada","CES",True
"SMS32000000000000001","Total Nonfarm","Nevada","CES",True
"SMS32000001000000001","Mining and Logging","Nevada","CES",True
"SMS32000001500000001","Mining, Logging, and Construction","Nevada","CES",True
"SMS32000002000000001","Construction","Nevada","CES",True
"SMS32000003000000001","Manufacturing","Nevada","CES",True
"SMS32000004000000001","Trade, Transportation, and Utilities","Nevada","CES",True
"SMU32000000000000001","Total Nonfarm","Nevada","CES",False
"SMU32000001000000001","Mining and Logging","Nevada","CES",False
"SMU32000001500000001","Mining, Logging, and Construction","Nevada","CES",False
"SMU32000002000000001","Construction","Nevada","CES",False
"SMU32000003000000001","Manufacturing","Nevada","CES",False
"SMU32000004000000001","Trade, Transportation, and Utilities","Nevada","CES",False
"SMU32000005000000001","Information","Nevada","CES",False
"SMU32000005500000001","Financial Activities","Nevada","CES",False
"SMU32000006000000001","Professional and Business Services","Nevada","CES",False
"SMU32000006500000001","Education and Health Services","Nevada","CES",False
"SMU32000007000000001","Leisure and Hospitality","Nevada","CES",False
"SMU32000008000000001","Other Services","Nevada","CES",False
"SMU32000009000000001","Government","Nevada","CES",False
"SMS33000000000000001","Total Nonfarm","New Hampshire","CES",True
"SMS33000001000000001","Mining and Logging","New Hampshire","CES",True
"SMS33000001500000001","Mining, Logging, and Construction","New Hampshire","CES",True
"SMS33000002000000001","Construction","New Hampshire","CES",True
"SMS33000003000000001","Manufacturing","New Hampshire","CES",True
"SMS33000004000000001","Trade, Transportation, and Utilities","New Hampshire","CES",True
"SMS33000005000000001","Information","New Hampshire","CES",True
"SMS33000005500000001","Financial Activities","New Hampshire","CES",True
"SMS33000006000000001","Professional and Business Services","New Hampshire","CES",True
"SMS33000006500000001","Education and Health Services","New Hampshire","CES",True
"SMS33000007000000001","Leisure and Hospitality","New Hampshire","CES",True
"SMS33000008000000001","Other Services","New Hampshire","CES",True
"SMS33000009000000001","Government","New Hampshire","CES",True
"SMU33000000000000001","Total Nonfarm","New Hampshire","CES",False
"SMU33000001000000001","Mining and Logging","New Hampshire","CES",False
"SMU33000001500000001","Mining, Logging, and Construction","New Hampshire","CES",False
"SMU33000002000000001","Construction","New Hampshire","CES",False
"SMU33000003000000001","Manufacturing","New Hampshire","CES",False
"SMU33000004000000001","Trade, Transportation, and Utilities","New Hampshire","CES",False
"SMU33000005000000001","Information","New Hampshire","CES",False
"SMU33000005500000001","Financial Activities","New Hampshire","CES",False
"SMU33000006000000001","Professional and Business Services","New Hampshire","CES",False
"SMU33000006500000001","Education and Health Services","New Hampshire","CES",False
"SMU33000007000000001","Leisure and Hospitality","New Hampshire","CES",False
"SMU33000008000000001","Other Services","New Hampshire","CES",False
"SMU33000009000000001","Government","New Hampshire","CES",False
"SMS34000000000000001","Total Nonfarm","New Jersey","CES",True
"SMS34000001000000001","Mining and Logging","New Jersey","CES",True
"SMS34000001500000001","Mining, Logging, and Construction","New Jersey","CES",True
"SMS34000002000000001","Construction","New Jersey","CES",True
"SMS34000003000000001","Manufacturing","New Jersey","CES",True
"SMS34000004000000001","Trade, Transportation, and Utilities","New Jersey","CES",True
"SMS34000005000000001","Information","New Jersey","CES",True
"SMS34000005500000001","Financial Activities","New Jersey","CES",True
"SMS34000006000000001","Professional and Business Services","New Jersey","CES",True
"SMS34000006500000001","Education and Health Services","New Jersey","CES",True
"SMS34000007000000001","Leisure and Hospitality","New Jersey","CES",True
"SMS34000008000000001","Other Services","New Jersey","CES",True
"SMS34000009000000001","Government","New Jersey","CES",True
"SMU34000000000000001","Total Nonfarm","New Jersey","CES",False
"SMU34000001000000001","Mining and Logging","New Jersey","CES",False
"SMU34000001500000001","Mining, Logging, and Construction","New Jersey","CES",False
"SMU34000002000000001","Construction","New Jersey","CES",False
"SMU34000003000000001","Manufacturing","New Jersey","CES",False
"SMU34000004000000001","Trade, Transportation, and Utilities","New Jersey","CES",False
"SMU34000005000000001","Information","New Jersey","CES",False
"SMU34000005500000001","Financial Activities","New Jersey","CES",False
"SMU34000006000000001","Professional and Business Services","New Jersey","CES",False
"SMU34000006500000001","Education and Health Services","New Jersey","CES",False
"SMU34000007000000001","Leisure and Hospitality","New Jersey","CES",False
"SMU34000008000000001","Other Services","New Jersey","CES",False
"SMU34000009000000001","Government","New Jersey","CES",False
"SMS35000000000000001","Total Nonfarm","New Mexico","CES",True
"SMS35000001000000001","Mining and Logging","New Mexico","CES",True
"SMS35000001500000001","Mining, Logging, and Construction","New Mexico","CES",True
"SMS35000002000000001","Construction","New Mexico","CES",True
"SMS35000003000000001","Manufacturing","New Mexico","CES",True
"SMS35000004000000001","Trade, Transportation, and Utilities","New Mexico","CES",True
"SMS35000005000000001","Information","New Mexico","CES",True
"SMS35000005500000001","Financial Activities","New Mexico","CES",True
"SMS35000006000000001","Professional and Business Services","New Mexico","CES",True
"SMS35000006500000001","Education and Health Services","New Mexico","CES",True
"SMS35000007000000001","Leisure and Hospitality","New Mexico","CES",True
"SMS35000008000000001","Other Services","New Mexico","CES",True
"SMS35000009000000001","Government","New Mexico","CES",True
"SMU35000000000000001","Total Nonfarm","New Mexico","CES",False
"SMU35000001000000001","Mining and Logging","New Mexico","CES",False
"SMU35000001500000001","Mining, Logging, and Construction","New Mexico","CES",False
"SMU35000002000000001","Construction","New Mexico","CES",False
"SMU35000003000000001","Manufacturing","New Mexico","CES",False
"SMU35000004000000001","Trade, Transportation, and Utilities","New Mexico","CES",False
"SMU35000005000000001","Information","New Mexico","CES",False
"SMU35000005500000001","Financial Activities","New Mexico","CES",False
"SMU35000006000000001","Professional and Business Services","New Mexico","CES",False
"SMU35000006500000001","Education and Health Services","New Mexico","CES",False
"SMU35000007000000001","Leisure and Hospitality","New Mexico","CES",False
"SMU35000008000000001","Other Services","New Mexico","CES",False
"SMU35000009000000001","Government","New Mexico","CES",False
"SMS36000000000000001","Total Nonfarm","New York","CES",True
"SMS36000001000000001","Mining and Logging","New York","CES",True
"SMS36000001500000001","Mining, Logging, and Construction","New York","CES",True
"SMS36000002000000001","Construction","New York","CES",True
"SMS36000003000000001","Manufacturing","New York","CES",True
"SMS36000004000000001","Trade, Transportation, and Utilities","New York","CES",True
"SMS36000005000000001","Information","New York","CES",True
"SMS36000005500000001","Financial Activities","New York","CES",True
"SMS36000006000000001","Professional and Business Services","New York","CES",True
"SMS36000006500000001","Education and Health Services","New York","CES",True
"SMS36000007000000001","Leisure and Hospitality","New York","CES",True
"SMS36000008000000001","Other Services","New York","CES",True
"SMS36000009000000001","Government","New York","CES",True
"SMU36000000000000001","Total Nonfarm","New York","CES",False
"SMU36000001000000001","Mining and Logging","New York","CES",False
"SMU36000001500000001","Mining, Logging, and Construction","New York","CES",False
"SMU36000002000000001","Construction","New York","CES",False
"SMU36000003000000001","Manufacturing","New York","CES",False
"SMU36000004000000001","Trade, Transportation, and Utilities","New York","CES",False
"SMU36000005000000001","Information","New York","CES",False
"SMU36000005500000001","Financial Activities","New York","CES",False
"SMU36000006000000001","Professional and Business Services","New York","CES",False
"SMU36000006500000001","Education and Health Services","New York","CES",False
"SMU36000007000000001","Leisure and Hospitality","New York","CES",False
"SMU36000008000000001","Other Services","New York","CES",False
"SMU36000009000000001","Government","New York","CES",False
"SMS37000000000000001","Total Nonfarm","North Carolina","CES",True
"SMS37000001000000001","Mining and Logging","North Carolina","CES",True
"SMS37000001500000001","Mining, Logging, and Construction","North Carolina","CES",True
"SMS37000002000000001","Construction","North Carolina","CES",True
"SMS37000003000000001","Manufacturing","North Carolina","CES",True
"SMS37000004000000001","Trade, Transportation, and Utilities","North Carolina","CES",True
"SMS37000005000000001","Information","North Carolina","CES",True
"SMS37000005500000001","Financial Activities","North Carolina","CES",True
"SMS37000006000000001","Professional and Business Services","North Carolina","CES",True
"SMS37000006500000001","Education and Health Services","North Carolina","CES",True
"SMS37000007000000001","Leisure and Hospitality","North Carolina","CES",True
"SMS37000009000000001","Government","North Carolina","CES",True
"SMU37000000000000001","Total Nonfarm","North Carolina","CES",False
"SMU37000001000000001","Mining and Logging","North Carolina","CES",False
"SMU37000001500000001","Mining, Logging, and Construction","North Carolina","CES",False
"SMU37000002000000001","Construction","North Carolina","CES",False
"SMU37000003000000001","Manufacturing","North Carolina","CES",False
"SMU37000004000000001","Trade, Transportation, and Utilities","North Carolina","CES",False
"SMU37000005000000001","Information","North Carolina","CES",False
"SMU37000005500000001","Financial Activities","North Carolina","CES",False
"SMU37000006000000001","Professional and Business Services","North Carolina","CES",False
"SMU37000006500000001","Education and Health Services","North Carolina","CES",False
"SMU37000007000000001","Leisure and Hospitality","North Carolina","CES",False
"SMU37000008000000001","Other Services","North Carolina","CES",False
"SMU37000009000000001","Government","North Carolina","CES",False
"SMS38000000000000001","Total Nonfarm","North Dakota","CES",True
"SMS38000001000000001","Mining and Logging","North Dakota","CES",True
"SMS38000001500000001","Mining, Logging, and Construction","North Dakota","CES",True
"SMS38000002000000001","Construction","North Dakota","CES",True
"SMS38000003000000001","Manufacturing","North Dakota","CES",True
"SMS38000004000000001","Trade, Transportation, and Utilities","North Dakota","CES",True
"SMS38000005000000001","Information","North Dakota","CES",True
"SMS38000005500000001","Financial Activities","North Dakota","CES",True
"SMS38000006000000001","Professional and Business Services","North Dakota","CES",True
"SMS38000006500000001","Education and Health Services","North Dakota","CES",True
"SMS38000007000000001","Leisure and Hospitality","North Dakota","CES",True
"SMS38000008000000001","Other Services","North Dakota","CES",True
"SMS38000009000000001","Government","North Dakota","CES",True
"SMU38000000000000001","Total Nonfarm","North Dakota","CES",False
"SMU38000001000000001","Mining and Logging","North Dakota","CES",False
"SMU38000001500000001","Mining, Logging, and Construction","North Dakota","CES",False
"SMU38000002000000001","Construction","North Dakota","CES",False
"SMU38000003000000001","Manufacturing","North Dakota","CES",False
"SMU38000004000000001","Trade, Transportation, and Utilities","North Dakota","CES",False
"SMU38000005000000001","Information","North Dakota","CES",False
"SMU38000005500000001","Financial Activities","North Dakota","CES",False
"SMU38000006000000001","Professional and Business Services","North Dakota","CES",False
"SMU38000006500000001","Education and Health Services","North Dakota","CES",False
"SMU38000007000000001","Leisure and Hospitality","North Dakota","CES",False
"SMU38000008000000001","Other Services","North Dakota","CES",False
"SMU38000009000000001","Government","North Dakota","CES",False
"SMS39000000000000001","Total Nonfarm","Ohio","CES",True
"SMS39000001000000001","Mining and Logging","Ohio","CES",True
"SMS39000001500000001","Mining, Logging, and Construction","Ohio","CES",True
"SMS39000002000000001","Construction","Ohio","CES",True
"SMS39000003000000001","Manufacturing","Ohio","CES",True
"SMU39000000000000001","Total Nonfarm","Ohio","CES",False
"SMU39000001000000001","Mining and Logging","Ohio","CES",False
"SMU39000001500000001","Mining, Logging, and Construction","Ohio","CES",False
"SMU39000002000000001","Construction","Ohio","CES",False
"SMU39000003000000001","Manufacturing","Ohio","CES",False
"SMU39000004000000001","Trade, Transportation, and Utilities","Ohio","CES",False
"SMU39000005000000001","Information","Ohio","CES",False
"SMU39000005500000001","Financial Activities","Ohio","CES",False
"SMU39000006000000001","Professional and Business Services","Ohio","CES",False
"SMU39000006500000001","Education and Health Services","Ohio","CES",False
"SMU39000007000000001","Leisure and Hospitality","Ohio","CES",False
"SMU39000008000000001","Other Services","Ohio","CES",False
"SMU39000009000000001","Government","Ohio","CES",False
"SMS39000004000000001","Trade, Transportation, and Utilities","Ohio","CES",True
"SMS39000005000000001","Information","Ohio","CES",True
"SMS39000005500000001","Financial Activities","Ohio","CES",True
"SMS39000006000000001","Professional and Business Services","Ohio","CES",True
"SMS39000006500000001","Education and Health Services","Ohio","CES",True
"SMS39000007000000001","Leisure and Hospitality","Ohio","CES",True
"SMS39000008000000001","Other Services","Ohio","CES",True
"SMS39000009000000001","Government","Ohio","CES",True
"SMU40000000000000001","Total Nonfarm","Oklahoma","CES",False
"SMU40000001000000001","Mining and Logging","Oklahoma","CES",False
"SMU40000001500000001","Mining, Logging, and Construction","Oklahoma","CES",False
"SMU40000002000000001","Construction","Oklahoma","CES",False
"SMU40000003000000001","Manufacturing","Oklahoma","CES",False
"SMS40000000000000001","Total Nonfarm","Oklahoma","CES",True
"SMS40000001000000001","Mining and Logging","Oklahoma","CES",True
"SMS40000001500000001","Mining, Logging, and Construction","Oklahoma","CES",True
"SMS40000002000000001","Construction","Oklahoma","CES",True
"SMS40000003000000001","Manufacturing","Oklahoma","CES",True
"SMS40000004000000001","Trade, Transportation, and Utilities","Oklahoma","CES",True
"SMS40000005000000001","Information","Oklahoma","CES",True
"SMS40000005500000001","Financial Activities","Oklahoma","CES",True
"SMS40000006000000001","Professional and Business Services","Oklahoma","CES",True
"SMS40000006500000001","Education and Health Services","Oklahoma","CES",True
"SMS40000007000000001","Leisure and Hospitality","Oklahoma","CES",True
"SMS40000009000000001","Government","Oklahoma","CES",True
"SMU40000008000000001","Other Services","Oklahoma","CES",False
"SMU40000009000000001","Government","Oklahoma","CES",False
"SMU40000004000000001","Trade, Transportation, and Utilities","Oklahoma","CES",False
"SMU40000005000000001","Information","Oklahoma","CES",False
"SMU40000005500000001","Financial Activities","Oklahoma","CES",False
"SMU40000006000000001","Professional and Business Services","Oklahoma","CES",False
"SMU40000006500000001","Education and Health Services","Oklahoma","CES",False
"SMU40000007000000001","Leisure and Hospitality","Oklahoma","CES",False
"SMS41000000000000001","Total Nonfarm","Oregon","CES",True
"SMS41000001000000001","Mining and Logging","Oregon","CES",True
"SMS41000001500000001","Mining, Logging, and Construction","Oregon","CES",True
"SMS41000002000000001","Construction","Oregon","CES",True
"SMS41000003000000001","Manufacturing","Oregon","CES",True
"SMS41000004000000001","Trade, Transportation, and Utilities","Oregon","CES",True
"SMS41000005000000001","Information","Oregon","CES",True
"SMS41000005500000001","Financial Activities","Oregon","CES",True
"SMS41000006000000001","Professional and Business Services","Oregon","CES",True
"SMS41000006500000001","Education and Health Services","Oregon","CES",True
